,read_id,start,end,Sample
104,0049fa7d-3fc5-4721-9d22-d51498e61dbd,189882,190210,E rd RNA
105,dcd2997a-1d37-42fd-a4f0-24d46bfbac15,189895,190287,E rd RNA
106,d969a62a-3cc7-4061-9787-a8495acc1a0c,189898,190118,E rd RNA
107,dec1d9db-ffce-4840-9fb1-9e2f890d3f73,189909,190500,E rd RNA
108,548f5784-a771-4802-8f70-575dca1193d8,189916,190741,E rd RNA
109,c2833cc1-f95d-43a5-bf1d-cf8f8e70bf31,189961,190106,E rd RNA
110,ff5d6519-708a-4f9d-bc21-3f1970f97cf9,190000,190797,E rd RNA
111,ac9f07f3-0320-40a5-921a-9a5ff69c3f2e,190037,190132,E rd RNA
112,3f0d74dc-6f35-4e79-b3ee-cc9716ec5181,190058,190664,E rd RNA
113,bec5bc1e-fd90-4dab-a8ab-ec3a6021e3c0,190058,190798,E rd RNA
114,d451dda4-8a38-464f-afff-0a389211b00c,190061,190329,E rd RNA
115,f10a44cc-808f-4db2-b73f-ec1bbc477754,190074,190793,E rd RNA
116,940f5436-c7db-4b6f-ac05-bdab09f0247c,190101,190797,E rd RNA
117,78d9cfa8-d9f0-4c31-8ad3-bb8bf654823d,190104,190796,E rd RNA
118,3a2e416c-4fa8-4abd-8f6d-834867b9261e,190117,191748,E rd RNA
119,bbcf097b-9af6-4fbe-afba-c9f99f61ea24,190120,190802,E rd RNA
120,0c8109b8-b9db-4de0-a0a5-fc48469e24dd,190126,190798,E rd RNA
121,c303898e-32df-4ccc-80cd-ab5fa004c04c,190126,190784,E rd RNA
122,58fd06aa-1ddd-4e81-afa6-d27556783564,190158,190355,E rd RNA
123,2a189b70-674e-4c4b-ab56-679cebd48bff,190170,190798,E rd RNA
124,a330597a-74dd-403a-ae5b-0f58fd138612,190180,190332,E rd RNA
125,bc35d7bb-3d4c-4c35-bc68-b07def43c151,190191,190894,E rd RNA
126,4683c412-8e5c-4f18-b631-b19510afbf22,190198,190694,E rd RNA
127,c45b941c-a253-4158-bc53-583a1c590a1e,190205,190798,E rd RNA
128,a4a773d8-4c01-4324-9955-076ea9996f38,190217,190792,E rd RNA
129,13cd6dc9-3df8-402c-88b5-c079b50a1e70,190220,190797,E rd RNA
130,68123749-dfd7-48e4-a9c6-1412eba2123b,190222,190742,E rd RNA
131,74608958-edbd-4a96-9c6a-82436b8bdb0d,190235,190797,E rd RNA
132,825ce7ee-dc05-45f0-942c-b2368e08668b,190237,190691,E rd RNA
133,75520098-ec10-4e8c-ab4e-93ab744513ea,190237,190504,E rd RNA
134,4fa01b6e-4ba0-465d-98c8-403abf69e26b,190237,190463,E rd RNA
135,d2e1451a-8812-47e6-b586-a76cffd2caa5,190238,190796,E rd RNA
136,e22257f8-d131-4790-8be5-048b5e10a48f,190243,190734,E rd RNA
137,ed05a48c-aa44-4ea7-909b-c63368f6f233,190249,190798,E rd RNA
138,7a0b13bc-087d-4f6d-90ca-30c7068ac12d,190251,190694,E rd RNA
139,58cf9059-08e8-4557-aa37-fd89126fb87c,190253,190707,E rd RNA
140,617b54fa-c024-4f0c-92af-ab8e230c7a7e,190262,190799,E rd RNA
141,9b260ef2-81f3-47c4-bcc8-acfba1a92afb,190264,190793,E rd RNA
142,7a5dce18-3da5-43de-805a-45a40d44acbd,190264,190797,E rd RNA
143,7781631f-1a75-4219-87d4-59bd1d7e47ab,190280,190363,E rd RNA
144,8c01a9fc-4265-4a8a-bdb7-3dae2cce8bb9,190281,190733,E rd RNA
145,c6f4c333-9349-46dd-886b-bf11e9863c55,190286,190793,E rd RNA
146,9a509b4c-ac1c-4360-a695-284a0db8e505,190291,190665,E rd RNA
147,fd371788-e324-4051-8da0-e59f3f29778d,190296,190793,E rd RNA
148,44fe73d0-d8f4-4232-aea2-0550d53e35e8,190297,190793,E rd RNA
149,1846ddf7-4b5b-4798-85ff-1365a0ec714c,190299,190798,E rd RNA
150,b8f9ae8a-2c86-45c8-9156-892e4e2528c2,190301,190517,E rd RNA
151,9998961a-2f9d-444a-8217-e716c927df5d,190303,190762,E rd RNA
152,8ec0554a-3f64-40c8-ae66-9ac240697ef9,190307,190442,E rd RNA
153,7cb8ff25-08b9-4df1-82e6-fac023666c03,190314,190747,E rd RNA
154,265f1496-df3d-4bfd-96e5-6c9b6b13eecb,190317,190797,E rd RNA
155,6b9af5a3-8230-4bae-97aa-ff8937d712d2,190318,190793,E rd RNA
156,cbf0842c-dbe1-463f-b517-a36328f2ff4f,190318,190799,E rd RNA
157,eb2af592-b700-48f6-b64b-c8499839ff9b,190320,190692,E rd RNA
158,a2b43d53-125d-4cd6-961c-7618ad37a70b,190341,190799,E rd RNA
159,0dc3a031-de4a-4213-b6fa-4e6747f92127,190343,190984,E rd RNA
160,53ab611f-af32-4a03-908a-25fbce4c062f,190356,190722,E rd RNA
161,aad2f73e-c193-475e-897a-8eac860f8989,190362,190797,E rd RNA
162,25a8ee2b-a4d1-4911-921f-007237527aef,190370,190798,E rd RNA
163,1f39a7ba-9167-4ed8-af03-a5d432b74c93,190374,190736,E rd RNA
164,a3a1782a-3a71-4e29-8782-615e3881babc,190375,190798,E rd RNA
165,0422cca8-154b-476a-aae7-631e5e09b388,190375,190749,E rd RNA
166,b4155ffb-f644-496c-a683-da9e6bd1784f,190379,190801,E rd RNA
167,589f967a-01ae-4c73-a5e1-6607c0fd1b51,190385,190736,E rd RNA
168,4efa29d8-6b6c-46c2-83a4-61d744c64304,190386,190763,E rd RNA
169,615363a5-00e2-41e1-a42f-de40011ad193,190388,190763,E rd RNA
170,a853d796-9f8e-48e0-bf9d-86e192fdee82,190389,190798,E rd RNA
171,efb5fd78-b5de-4235-b91e-2c4547b1255a,190389,190801,E rd RNA
172,348835c8-137a-465b-ba59-d9617c48653b,190394,190798,E rd RNA
173,b72da517-65ac-4fbd-96f6-9fa73e4c7618,190395,190797,E rd RNA
174,9faf6860-1b5b-406a-ad96-3ea966afda90,190400,190799,E rd RNA
175,e9f976e9-4607-4d17-8635-7e52885ed0fa,190405,190751,E rd RNA
176,6e6f9216-8ad1-426b-85e6-6bf58023e7e9,190406,190796,E rd RNA
177,b855cea3-46c4-4a31-ba45-1713d4920515,190408,190793,E rd RNA
178,3f79a439-1257-41d1-897d-b1dc9e2ccbb9,190418,190508,E rd RNA
179,f0a19759-9f59-469a-ba8f-4b70c8deda5d,190425,190793,E rd RNA
180,44277b2e-2c98-48d7-968f-b5f3fc19bf51,190433,190793,E rd RNA
181,0643e0a2-c2cb-4b9f-8c9e-d381ee08cd24,190435,190797,E rd RNA
182,d2314848-698b-42ad-9e0c-20e1d570b21e,190436,190793,E rd RNA
183,53711976-0c50-4d8a-8f8e-3efd251db2d6,190437,190793,E rd RNA
184,13855e72-5991-4daf-bde2-934964fc8e9d,190438,190734,E rd RNA
185,2d6a0e51-081d-4245-8504-36d3f935372e,190443,190741,E rd RNA
186,3239b3a7-2fff-4b80-ad64-2ebb0e38c7f8,190445,190710,E rd RNA
187,2a376e5d-0c37-4df1-801b-87187de19d15,190455,190792,E rd RNA
188,457094e9-81e2-4176-be3c-adeefd3a9314,190458,190797,E rd RNA
189,00d6eecc-e531-4272-ae2b-f1f902cda9ed,190458,190742,E rd RNA
190,87a2139d-1e37-4eef-853a-b9e9d4d2f6bc,190460,190744,E rd RNA
191,8e70c484-9ff6-4da0-b00e-375ec773243f,190463,190742,E rd RNA
192,330fbed1-be2c-409d-a45e-f1e91cd3db72,190470,190796,E rd RNA
193,dfc0192a-671a-4983-83af-aabd3dbaf6fd,190471,190797,E rd RNA
194,40c9b1ff-d81f-426e-9127-14802252efa5,190476,190763,E rd RNA
195,fd99dc33-565b-48dd-9a70-8cf2cfdd6044,190486,190793,E rd RNA
196,db16b50e-25b8-45d7-ba06-a25542665a40,190494,190792,E rd RNA
197,842cf519-6582-4151-b437-58807dfd422a,190499,190751,E rd RNA
198,8151b966-1488-4f0e-8c02-b2669ce4469a,190501,190797,E rd RNA
199,7e28012c-60ae-4212-ad4b-06cba5278c2d,190502,190705,E rd RNA
200,e0d18730-2e03-43b3-b4e8-60ae3f202989,190505,190698,E rd RNA
201,c71f901e-b58a-47b1-b933-4c780cc4b5ab,190505,190734,E rd RNA
202,58cb084d-e163-438e-a727-0aa71a956993,190515,190793,E rd RNA
203,4f59a7f7-47ed-4b87-89ad-712af3e921ae,190521,190792,E rd RNA
204,2bebeca9-8a53-4b22-856a-8cc3be6959d3,190523,190797,E rd RNA
205,5137f8c6-8cbe-45b1-b72d-8d013e0ff648,190523,190793,E rd RNA
206,f88f8dcc-a756-4e26-899d-e13efba15994,190526,190760,E rd RNA
207,e5c310bc-7251-483f-8f6d-a9d95d3e3bba,190551,190664,E rd RNA
208,cdc1510f-1bdb-467e-b7db-55c7c6c9f259,190553,190793,E rd RNA
209,b7b5d0b3-1e3d-4bb3-91f5-7b9b8355c477,190559,190798,E rd RNA
210,c2233b1e-aa55-4c38-8a98-309903fd6dcc,190560,190793,E rd RNA
211,aa19f1f4-ae9d-4cec-af5c-1b39c8ca588c,190565,190747,E rd RNA
212,e48f5f3e-0c45-4f5e-b440-55177126a639,190568,190801,E rd RNA
213,8f5ff88f-b6c6-4bde-81cd-5e25c2ab9d0d,190577,190799,E rd RNA
214,31b0ef76-caa0-44a2-a4d7-cf5091a8390f,190582,190740,E rd RNA
215,fb7b86c6-c1dd-48f0-bc5e-78a45f7b0670,190583,190798,E rd RNA
216,9759d267-934a-423a-a5fd-ec12ed1c6683,190586,190797,E rd RNA
217,1bc8526f-edcc-438b-b256-d0607e7359a3,190594,190801,E rd RNA
218,d0fb13d8-dd2b-41b7-90ff-bb182585e0ec,190598,190801,E rd RNA
219,ceb12624-d08f-4c12-9a66-8756c628e12b,190598,190792,E rd RNA
220,c26d8b1f-b5ee-467c-840a-2b072f92b38e,190605,190793,E rd RNA
221,ce8f1b10-1fac-4c3f-a03d-5217ceb8834a,190606,191025,E rd RNA
222,d96bfab8-4f35-43c7-bc91-e4c1441cb231,190616,190793,E rd RNA
223,f6d8d94d-8701-48e0-baec-6f128ac4bcf8,190635,190764,E rd RNA
224,a20385a9-d6cd-4249-aaf6-10d80920848b,190640,190801,E rd RNA
225,f858442e-4eeb-4392-aa51-e5bcc8fc7d41,190644,190799,E rd RNA
226,f49cd28d-45a4-4d41-aad8-e499fcbdd46f,190651,190799,E rd RNA
227,07b131c0-ae0c-425b-a18c-229d9b224bcc,190654,190799,E rd RNA
228,000462c1-bb0e-4a73-ad85-54fa521af278,190656,190785,E rd RNA
229,cf08c2b7-abe7-47ff-983c-e27cfb1ee03c,190656,190797,E rd RNA
230,41e76cc9-3e41-426e-b0ce-b4c1d8dd8be1,190657,190733,E rd RNA
231,632e4ad5-3aad-4845-a9bc-70bfef4234ab,190659,190795,E rd RNA
232,a241b99e-ba53-4452-aeac-cec1370518c0,190665,190797,E rd RNA
233,ee38c4c4-2cb2-4fb7-8aa4-17112e177e2c,190670,190792,E rd RNA
234,d9e5ad4d-536b-4c1b-b9fe-41bb6e660e79,190688,191743,E rd RNA
235,f9d92457-8501-49a5-b48b-02cc7b7670f7,190774,191687,E rd RNA
236,fc6077e5-a912-45bd-9d15-c942e7b634d6,190778,190910,E rd RNA
237,b9ee4733-20e9-4c51-8267-5359d6e6e399,190895,191743,E rd RNA
238,c08fe77b-d586-414c-8b66-268645b019be,190928,191738,E rd RNA
239,f69617ce-4d5f-481d-9203-db7e1a8da14b,190936,191739,E rd RNA
240,b4cb75a1-1d0d-44f2-b667-a39f18134fd4,190942,191749,E rd RNA
241,67581b9a-1112-4b6d-89ef-af4e6000495f,190988,191362,E rd RNA
242,8d770f49-07f6-45bb-a6bd-f53d4f829663,191040,191616,E rd RNA
243,05778a69-65c4-41f9-96f6-9a6e313c8733,191054,191744,E rd RNA
244,a09d3b87-93a0-4a30-8f45-309a08118f1f,191054,191739,E rd RNA
245,7a797b98-269d-4c26-ab21-e1bc5b8d625c,191066,191743,E rd RNA
246,cc50b16d-5d1c-459d-812f-61a8b7cf69cc,191069,191257,E rd RNA
247,13fba3d8-8de4-4ecd-abc3-2fdd83248496,191069,191742,E rd RNA
248,fd33aae1-0649-497a-a736-ee323e298bbe,191070,191287,E rd RNA
249,048c957e-c723-44ca-9719-f39982eb1d6f,191074,191744,E rd RNA
250,80b444ed-2c97-40eb-a8d2-40bb92c38ce1,191075,191747,E rd RNA
251,37a4dc21-9eab-42fe-ba74-9b4cb86b01e4,191082,191698,E rd RNA
252,a7ca1541-3864-40b6-94d8-6c9ff04dd340,191091,191716,E rd RNA
253,d2d696ce-6371-494b-8386-ed41dfdcf271,191100,191712,E rd RNA
254,b636549d-aa4c-46a2-beb5-2f0cfc704328,191103,191310,E rd RNA
255,5bb50c50-ed11-468e-b558-d508c107de7d,191143,191743,E rd RNA
256,3323fa9f-618f-4985-9c79-dd988ce7161d,191152,191744,E rd RNA
257,1bfa9210-606c-491b-a46c-75459890681e,191171,191738,E rd RNA
258,63e2716a-3236-4ee0-a724-8ec99bd42835,191190,191741,E rd RNA
259,5967c841-4086-4fb3-b572-57521d447586,191206,191745,E rd RNA
260,5ce9c0ed-ed38-4a85-b3a0-f3b984aa5cb5,191222,191743,E rd RNA
261,ff372938-924d-4658-8536-cba922f4b2bf,191227,191739,E rd RNA
262,b71ef9b4-d23d-4e68-b792-bab6348bb921,191233,191733,E rd RNA
263,b5438318-165b-4254-aa1e-f3f2adf3894e,191234,191739,E rd RNA
264,976399c6-d5a9-49c0-bd21-0d174bd4a114,191244,191743,E rd RNA
265,f44e266d-623b-4ca3-a8ef-13de2da2049e,191265,191744,E rd RNA
266,89251d5a-e3cf-4e1a-a5b5-a3596421659a,191280,191739,E rd RNA
267,cbeab7c5-d49e-4bbc-b7e3-2adcc8c02ece,191286,191741,E rd RNA
268,19592b16-fc13-440b-9caa-4b3082f31d22,191298,191748,E rd RNA
269,9db9f60e-aa17-41af-a628-c4f516a3164c,191299,191743,E rd RNA
270,3e70b62c-184c-490c-b385-ab84bb2e3fe3,191303,191605,E rd RNA
271,1e23c2f2-a28f-41dd-a4c7-5c9909bab39a,191305,191716,E rd RNA
272,93b3f2c2-5023-4cd0-b862-61427386539a,191307,191739,E rd RNA
273,b985d82a-4935-4c5a-b053-8d07f355b029,191312,191738,E rd RNA
274,d880ccdb-24c1-4de9-b1d6-2763c3e56497,191313,191744,E rd RNA
275,80a2aa9f-b262-49ab-87f5-d796c11deb59,191319,191706,E rd RNA
276,81183196-f4f4-4bed-a5c3-35a0826ca79d,191323,191748,E rd RNA
277,a89ff650-1857-4278-85e6-9e4b8639444c,191329,191739,E rd RNA
278,a7f9fc95-cff3-4b0d-8bf5-cc0723e13e01,191338,191739,E rd RNA
279,87203ddf-2731-4f3e-a767-953fc5c0b5cd,191338,191738,E rd RNA
280,6b42d571-45d9-4847-a25e-7dad2eb2f9bc,191339,191744,E rd RNA
281,c34391b8-d069-416a-bce4-efe4db3037be,191351,191739,E rd RNA
282,a7a4f077-14aa-4a88-be28-9b687b3ecd49,191361,191742,E rd RNA
283,a63c6eda-3f6b-4db5-b413-caca8c8c603a,191362,191739,E rd RNA
284,dd1c06e2-1d66-4bd4-97e3-e1872adca4ca,191365,191743,E rd RNA
285,bd3f76c9-ad80-4d6f-8509-2386e9781030,191368,191742,E rd RNA
286,25ce9839-9c9a-434d-9709-f7e7ea1bb22e,191369,191739,E rd RNA
287,8851f92f-c9d7-41a6-9a53-552a638ec51f,191369,191739,E rd RNA
288,9ed717f1-bdd4-42e7-9e83-887d65fcddb4,191371,191742,E rd RNA
289,5abb5a03-7d14-4e2c-9db5-ea95010ebd5c,191375,191741,E rd RNA
290,f3567cba-a3eb-487e-82e8-163f77df7953,191401,191743,E rd RNA
291,03185d98-761d-4013-8c22-f35917d32c1b,191405,191712,E rd RNA
292,464a4263-2edc-41ce-ac4e-bfa07237444a,191410,191740,E rd RNA
293,f15c5c0e-173c-4bdb-b9ab-8c1eb0924630,191413,191742,E rd RNA
294,c31dc498-522e-4ad1-b9c3-ef343b861410,191414,191606,E rd RNA
295,72910f9f-85ef-4ff1-add5-4f89b186af7e,191415,191744,E rd RNA
296,f0e37cae-72bb-4656-9659-7715b5d2b3aa,191415,191744,E rd RNA
297,15d07104-5642-4280-b256-fc22340ba4c9,191416,191744,E rd RNA
298,01496cf5-bcdd-4039-bbc7-17eaa20c46ea,191419,192562,E rd RNA
299,663f9839-7c13-4373-a5d3-69efc13d161c,191428,191705,E rd RNA
300,b4e41ec9-73f6-4ac5-91e4-097e91e2b1a0,191434,191743,E rd RNA
301,f87ba74e-e601-4696-a503-11f5f51090d7,191440,191739,E rd RNA
302,fc704dcc-b133-482f-8d91-eeb6e348b5ae,191442,191742,E rd RNA
303,67f03f7a-3acf-4281-a82d-05b925c037bf,191443,191739,E rd RNA
304,fd506ce0-b541-42b6-bbed-214dbba4ada6,191449,191739,E rd RNA
305,370012f3-dcef-43b1-a89a-7e1d372a75a6,191453,191739,E rd RNA
306,7af78586-2d50-4fe8-b01e-26ddf7893bb0,191454,191742,E rd RNA
307,e7f83bfa-6918-4495-b842-0dc8d0f8c66e,191457,191744,E rd RNA
308,c35fcbe9-53e3-4978-9b5e-1f59ea1ab54b,191459,191739,E rd RNA
309,dba996cf-2faa-4975-a4a1-b90120c51b40,191461,191738,E rd RNA
310,1a094836-e525-4da5-ab3f-02cebf90460c,191466,191744,E rd RNA
311,13e86ce3-7ab0-4bfe-ac22-2bd8abe071ee,191482,191744,E rd RNA
312,14fe55bb-9b7f-4d47-a854-f8c0ac282409,191484,191739,E rd RNA
313,e171c257-79f6-4e6a-bbb4-04340cb06b64,191485,191742,E rd RNA
314,4a0b1bfb-aae1-4ee5-9cf2-a6ea8d7a22a1,191491,191744,E rd RNA
315,54ad0ccd-8278-4fbf-8f5d-45a0105d4472,191492,191709,E rd RNA
316,ae54d39a-9b73-4191-8105-5d6d5c320316,191493,191744,E rd RNA
317,666e1fe1-526c-47f8-af36-76114185b81a,191495,191742,E rd RNA
318,6a58e915-10ca-4938-bad2-5b399d9673e6,191496,191743,E rd RNA
319,cc95bb40-0b23-4529-82f1-d448a51950dc,191496,191743,E rd RNA
320,a4e7ce0f-bb00-4c0a-a33a-4f616c99260e,191500,191739,E rd RNA
321,eb48bf9d-9e92-45d9-b15a-82b6a131452a,191501,191739,E rd RNA
322,7d880dc0-6a91-49b9-b9a4-8a45e4b1b401,191503,191738,E rd RNA
323,cb2230e9-fd61-4d36-a622-f19cfd18e39c,191504,191649,E rd RNA
324,4b73a78f-8dd2-46a4-9889-c3b9f7ea098a,191512,191739,E rd RNA
325,bf0be5c4-0445-4f13-8c43-954c3851db86,191513,191709,E rd RNA
326,9089fa45-496e-4abf-bdc0-235a01db9072,191517,191745,E rd RNA
327,6318c2d0-0e8b-4931-94fc-2680ebc2ef34,191522,191739,E rd RNA
328,2036b6a6-1240-48c6-a890-3f6a13d11f9c,191523,191743,E rd RNA
329,004d6174-73fc-468e-8943-d04902ad3343,191524,191732,E rd RNA
