operon_name,content
operon_3939,"('rrlA', 'cspG')"
operon_3940,"('gnsA', 'ymcE')"
operon_3941,"('yobF', 'torS', 'cspC')"
operon_3942,"('torD', 'torA')"
operon_3943,"('agp', 'rrlB')"
operon_3944,"('agp', 'rrlC')"
operon_3945,"('rutE', 'rutF', 'rutG')"
operon_3946,"('putA', 'rrlC')"
operon_3947,"('rrlC', 'putP')"
operon_3948,"('pgaC', 'pgaD')"
operon_3949,"('pgaB', 'pgaA')"
operon_3950,"('ycdX', 'ghrA')"
operon_3951,"('ycdY', 'ycdX', 'ghrA')"
operon_3952,"('ycdY', 'ycdX', 'ghrA', 'ycdZ')"
operon_3953,"('ycdZ', 'ycdX', 'rrlG', 'ycdY')"
operon_3954,"('rrlG', 'ycdY')"
operon_3955,"('ynaJ', 'opgH')"
operon_3956,"('opgH', 'rrlG')"
operon_3957,"('mdtG', 'msyB')"
operon_3958,"('lpxL', 'rrlB')"
operon_3959,"('trhO', 'acpP')"
operon_3960,"('rrlB', 'trhO')"
operon_3961,"('gatB', 'yceJ', 'yceI')"
operon_3962,"('yceJ', 'yceI')"
operon_3963,"('solA', 'yceO')"
operon_3964,"('bssS', 'rrlA')"
operon_3965,"('bssS', 'rrlC')"
operon_3966,"('bssS', 'rrlB')"
operon_3967,"('bssS', 'rrlE')"
operon_3968,"('bssS', 'rrsB')"
operon_3969,"('bssS', 'rrsD')"
operon_3970,"('bssS', 'rrfG')"
operon_3971,"('bssS', 'yobF', 'cspC')"
operon_3972,"('bssS', 'ychN', 'rrlG')"
operon_3973,"('rrlE', 'yceB')"
operon_3974,"('flgB', 'flgD', 'flgC')"
operon_3975,"('flgD', 'flgC', 'flgE')"
operon_3976,"('flgE', 'flgF')"
operon_3977,"('flgL', 'flgK')"
operon_3978,"('flgL', 'flgO', 'flgK')"
operon_3979,"('rne', 'rrlE')"
operon_3980,"('rne', 'rrlB')"
operon_3981,"('yceQ', 'rluC')"
operon_3982,"('plsX', 'yceD', 'rpmF', 'sraB')"
operon_3983,"('yceD', 'rrlD', 'sraB')"
operon_3984,"('yceD', 'rrsA', 'sraB')"
operon_3985,"('yceD', 'rrlG', 'rpmF', 'sraB')"
operon_3986,"('rrlA', 'yceD', 'rpmF', 'sraB')"
operon_3987,"('secY', 'yceD', 'rpmJ', 'sraB')"
operon_3988,"('fabD', 'yceD', 'plsX', 'fabH', 'rpmF')"
operon_3989,"('yceD', 'rrlB', 'rpmF')"
operon_3990,"('yceD', 'rrlG', 'rpmF')"
operon_3991,"('yceD', 'rrlE', 'rpmF')"
operon_3992,"('yceD', 'rplQ', 'rpmF')"
operon_3993,"('yceD', 'rrlG')"
operon_3994,"('plsX', 'yceD', 'fabH', 'rpmF')"
operon_3995,"('rpsO', 'yceD', 'rpmF')"
operon_3996,"('yceD', 'purF', 'rpmF')"
operon_3997,"('yceD', 'rrsG', 'rpmF')"
operon_3998,"('yceD', 'insI2', 'rpmF')"
operon_3999,"('pck', 'rpmF')"
operon_4000,"('rpmF', 'rrlA')"
operon_4001,"('rpmF', 'fabI')"
operon_4002,"('rrlC', 'rpmF')"
operon_4003,"('slt', 'rpmF')"
operon_4004,"('plsX', 'fabH', 'rpmF')"
operon_4005,"('rrfG', 'rpmF')"
operon_4006,"('fabG', 'fabD', 'fabF', 'plsX', 'fabH', 'acpP', 'rpmF')"
operon_4007,"('fabG', 'fabD', 'plsX', 'fabH', 'rpmF')"
operon_4008,"('fabD', 'fabG', 'plsX', 'fabH', 'acpP')"
operon_4009,"('rrlB', 'plsX')"
operon_4010,"('fabD', 'fabG', 'fabH', 'plsX')"
operon_4011,"('fabD', 'fabG', 'fabF', 'plsX', 'fabH', 'acpP')"
operon_4012,"('plsX', 'rrlA')"
operon_4013,"('rrlE', 'plsX')"
operon_4014,"('fabH', 'gapA', 'rrlA')"
operon_4015,"('fabD', 'fabG', 'fabF', 'fabH', 'acpP')"
operon_4016,"('fabH', 'csrA')"
operon_4017,"('rrsD', 'fabH')"
operon_4018,"('fabD', 'fabG', 'fabF', 'acpP')"
operon_4019,"('fabD', 'rrlA')"
operon_4020,"('fabD', 'fabG', 'acpP', 'rrlC')"
operon_4021,"('fabD', 'fabG', 'acpP', 'rrlD')"
operon_4022,"('fabG', 'acpP', 'rrlG')"
operon_4023,"('fabG', 'rrlB')"
operon_4024,"('fabG', 'acpP', 'rrlA')"
operon_4025,"('fabG', 'tnaA', 'acpP', 'tnaC')"
operon_4026,"('fabG', 'rluB', 'acpP')"
operon_4027,"('rrlE', 'acpP')"
operon_4028,"('rrsG', 'acpP')"
operon_4029,"('lpp', 'acpP')"
operon_4030,"('rrlE', 'fabF', 'acpP')"
operon_4031,"('katG', 'acpP')"
operon_4032,"('acpP', 'rrfF')"
operon_4033,"('acpP', 'slyB')"
operon_4034,"('rrfB', 'acpP')"
operon_4035,"('fabF', 'tnaA')"
operon_4036,"('fabF', 'rrlC')"
operon_4037,"('rplQ', 'fabF', 'rpoA')"
operon_4038,"('rrlE', 'pabC', 'mltG')"
operon_4039,"('tmk', 'holB', 'mltG')"
operon_4040,"('tmk', 'holB', 'ycfH', 'mltG')"
operon_4041,"('holB', 'tmk')"
operon_4042,"('holB', 'ycfH', 'tmk')"
operon_4043,"('rrlE', 'tmk')"
operon_4044,"('holB', 'ptsG', 'ycfH')"
operon_4045,"('trpS', 'gph', 'ptsG')"
operon_4046,"('hinT', 'ycfL', 'lpoB', 'thiK')"
operon_4047,"('nagZ', 'lpoB', 'thiK')"
operon_4048,"('rrlB', 'thiK')"
operon_4049,"('ycfP', 'nagZ', 'rrfF')"
operon_4050,"('ycfP', 'nagZ', 'letA')"
operon_4051,"('ndh', 'frdA')"
operon_4052,"('ndh', 'rrlD')"
operon_4053,"('ndh', 'rrlG')"
operon_4054,"('rrfC', 'ndh')"
operon_4055,"('ndh', 'mgtT', 'mgtS')"
operon_4056,"('ndh', 'rrlB')"
operon_4057,"('ndh', 'rrlE')"
operon_4058,"('lolD', 'lolC')"
operon_4059,"('fdhF', 'lolD', 'lolC')"
operon_4060,"('lolE', 'lolD', 'nagK', 'lolC')"
operon_4061,"('lolD', 'nagK', 'lolE')"
operon_4062,"('rrlE', 'nagK', 'lolE')"
operon_4063,"('lolE', 'rrlC')"
operon_4064,"('cobB', 'nagK', 'lolE')"
operon_4065,"('cobB', 'nagK', 'gcvB', 'lolE')"
operon_4066,"('lolE', 'rrlA')"
operon_4067,"('ymfA', 'potD', 'potC')"
operon_4068,"('potD', 'potB', 'potC')"
operon_4069,"('potD', 'potB', 'potC', 'potA')"
operon_4070,"('pepT', 'rrlC')"
operon_4071,"('roxA', 'rrlC')"
operon_4072,"('roxA', 'phoQ')"
operon_4073,"('phoQ', 'rrlG', 'phoP')"
operon_4074,"('nudJ', 'mnmA')"
operon_4075,"('rluE', 'nudJ')"
operon_4076,"('rrlB', 'nudJ')"
operon_4077,"('icd', 'gcvP')"
operon_4078,"('hybD', 'icd')"
operon_4079,"('ymfE', 'ymfD')"
operon_4080,"('intE', 'rrlC')"
operon_4081,"('intE', 'xisE')"
operon_4082,"('ymfJ', 'rrlA')"
operon_4083,"('ymfR', 'beeE')"
operon_4084,"('mcrA', 'rrlG')"
operon_4085,"('ymgL', 'ycgX')"
operon_4086,"('bluR', 'bluF')"
operon_4087,"('rrlB', 'bluF')"
operon_4088,"('ycgZ', 'ymgA', 'ariR')"
operon_4089,"('minE', 'minC', 'minD')"
operon_4090,"('minE', 'rrlD', 'minD')"
operon_4091,"('rrlB', 'minC', 'minD')"
operon_4092,"('minC', 'minD', 'rrlA')"
operon_4093,"('minC', 'rrlA')"
operon_4094,"('ycgJ', 'rrlA')"
operon_4095,"('ymgN', 'ycgL', 'ycgM')"
operon_4096,"('rrlG', 'ycgL')"
operon_4097,"('ssrA', 'ycgL')"
operon_4098,"('ycgN', 'ycgM')"
operon_4099,"('umuC', 'umuD')"
operon_4100,"('fadR', 'rrlG')"
operon_4101,"('ycgB', 'rrlE')"
operon_4102,"('rrlC', 'ldcA')"
operon_4103,"('dhaL', 'dhaM', 'dhaK')"
operon_4104,"('rrlE', 'dhaL', 'dhaM', 'dhaK')"
operon_4105,"('dhaR', 'rrlA')"
operon_4106,"('pth', 'argV', 'serV')"
operon_4107,"('rrlE', 'ychH')"
operon_4108,"('gatY', 'ychH')"
operon_4109,"('lpp', 'ychH')"
operon_4110,"('ychH', 'rrlC')"
operon_4111,"('prs', 'dauA')"
operon_4112,"('prs', 'lolB', 'ispE')"
operon_4113,"('ssrS', 'ispE')"
operon_4114,"('rrlB', 'ispE')"
operon_4115,"('zapG', 'ispE')"
operon_4116,"('rpmC', 'rpsQ', 'rplP', 'rpsN', 'rplX', 'rplE', 'rpsH', 'rplN', 'rplF', 'ispE')"
operon_4117,"('rrfD', 'ispE')"
operon_4118,"('rrlE', 'hemA')"
operon_4119,"('prfA', 'hemA')"
operon_4120,"('rmuC', 'hemA')"
operon_4121,"('prmC', 'prfA', 'hemA')"
operon_4122,"('ychA', 'prfA', 'prmC', 'ychQ')"
operon_4123,"('prfA', 'prmC', 'ychQ')"
operon_4124,"('prmC', 'ychQ')"
operon_4125,"('ychA', 'rdlA', 'kdsA', 'ychQ')"
operon_4126,"('ychA', 'rrlA', 'ychQ')"
operon_4127,"('ychA', 'rrlG', 'kdsA')"
operon_4128,"('ychA', 'rdlA', 'kdsA')"
operon_4129,"('rrlB', 'kdsA')"
operon_4130,"('rrlE', 'kdsA')"
operon_4131,"('rrlG', 'kdsA')"
operon_4132,"('ldrC', 'chaA')"
operon_4133,"('chaC', 'rrlA')"
operon_4134,"('ychN', 'rpsE', 'rplR')"
operon_4135,"('ychN', 'rrsB')"
operon_4136,"('ychN', 'rrlG')"
operon_4137,"('ychN', 'rrlA')"
operon_4138,"('ychN', 'mgtT', 'mgtS')"
operon_4139,"('ychN', 'rrlB')"
operon_4140,"('ychN', 'yobF', 'cspC')"
operon_4141,"('narL', 'rrlE')"
operon_4142,"('narG', 'rrlB')"
operon_4143,"('narI', 'narG', 'narH', 'narJ')"
operon_4144,"('tpr', 'rttR', 'tyrV')"
operon_4145,"('tyrT', 'tyrV', 'rrlA')"
operon_4146,"('ychJ', 'purU')"
operon_4147,"('ychJ', 'rrlA', 'purU')"
operon_4148,"('rssB', 'rssA')"
operon_4149,"('rrlA', 'rssA')"
operon_4150,"('galU', 'rssB')"
operon_4151,"('galU', 'rrsB')"
operon_4152,"('galU', 'lpp')"
operon_4153,"('ssrA', 'galU')"
operon_4154,"('rpsE', 'hns', 'secY', 'rplF', 'rpsN', 'rplO', 'rpmD', 'rplE', 'rpsH', 'rpmJ', 'rplR')"
operon_4155,"('hns', 'topB')"
operon_4156,"('hns', 'rrlE')"
operon_4157,"('tdk', 'rrlB')"
operon_4158,"('adhE', 'rrlC')"
operon_4159,"('adhE', 'gcvB')"
operon_4160,"('lpp', 'adhE')"
operon_4161,"('ychT', 'ychE')"
operon_4162,"('yodE', 'oppA')"
operon_4163,"('rrlB', 'oppA')"
operon_4164,"('oppA', 'rrsB')"
operon_4165,"('yebQ', 'oppA')"
operon_4166,"('rrsG', 'oppA')"
operon_4167,"('manY', 'manX', 'manZ', 'oppA')"
operon_4168,"('oppB', 'rrlE', 'oppA')"
operon_4169,"('ompC', 'oppB')"
operon_4170,"('oppC', 'rrlG', 'oppB')"
operon_4171,"('oppC', 'rrlB', 'oppB')"
operon_4172,"('oppC', 'gcvB', 'oppB')"
operon_4173,"('oppC', 'ompC')"
operon_4174,"('oppC', 'gatY', 'oppD')"
operon_4175,"('oppC', 'rrlB', 'oppD')"
operon_4176,"('dcuB', 'oppD')"
operon_4177,"('rrlC', 'oppD', 'oppF')"
operon_4178,"('oppF', 'rrlC')"
operon_4179,"('rrlB', 'oppF')"
operon_4180,"('rrlE', 'oppF')"
operon_4181,"('rrfB', 'oppF')"
operon_4182,"('clsA', 'yciU', 'rrlC')"
operon_4183,"('yciB', 'yciA')"
operon_4184,"('yciC', 'pcm')"
operon_4185,"('ompW', 'lptG', 'ytgA', 'ytgB', 'lptF')"
operon_4186,"('rrlG', 'ompW', 'rrlA')"
operon_4187,"('rpsK', 'secY', 'rpsM', 'ompW', 'rpsD', 'rpmJ')"
operon_4188,"('rpsK', 'rpoA', 'secY', 'rpsM', 'ompW', 'rpsD', 'rpmJ')"
operon_4189,"('yqgG', 'speA', 'yqgB', 'ompW')"
operon_4190,"('fimC', 'ompW')"
operon_4191,"('rrfE', 'nlpC', 'ompW')"
operon_4192,"('ompW', 'rrlC')"
operon_4193,"('rrlB', 'ompW')"
operon_4194,"('cspA', 'ompW')"
operon_4195,"('rrlG', 'ompW')"
operon_4196,"('lpp', 'ompW')"
operon_4197,"('ompW', 'rrlD')"
operon_4198,"('yciE', 'yciF')"
operon_4199,"('trpA', 'trpC', 'trpB')"
operon_4200,"('trpB', 'trpC')"
operon_4201,"('trpB', 'trpD', 'trpC')"
operon_4202,"('trpD', 'trpC')"
operon_4203,"('trpD', 'gcvB', 'trpC')"
operon_4204,"('trpE', 'trpL')"
operon_4205,"('rrlB', 'yciO')"
operon_4206,"('yciO', 'rrlG')"
operon_4207,"('rluB', 'crp')"
operon_4208,"('sohB', 'rrlE')"
operon_4209,"('sohB', 'topA')"
operon_4210,"('sohB', 'rrlC')"
operon_4211,"('rrlG', 'yciN')"
operon_4212,"('rrlG', 'topA')"
operon_4213,"('ymiC', 'cysB', 'ymiA', 'yciX')"
operon_4214,"('cysB', 'ymiA')"
operon_4215,"('rrsE', 'cysB')"
operon_4216,"('cysB', 'rrfA')"
operon_4217,"('rrlB', 'cysB')"
operon_4218,"('ymiC', 'acnA')"
operon_4219,"('ymiC', 'rrlA')"
operon_4220,"('ymiC', 'yhdP')"
operon_4221,"('lpp', 'ribA')"
operon_4222,"('lapA', 'lapB', 'rrlC')"
operon_4223,"('lapA', 'lapB', 'rrlA')"
operon_4224,"('pyrF', 'lapB')"
operon_4225,"('pdeR', 'rrlB')"
operon_4226,"('srkA', 'fabI')"
operon_4227,"('rrlB', 'fabI')"
operon_4228,"('ycjD', 'sapF')"
operon_4229,"('sapD', 'sapF', 'sapC')"
operon_4230,"('sapD', 'sapF', 'rrlC')"
operon_4231,"('sapD', 'sapC', 'sapB')"
operon_4232,"('sapB', 'sapC')"
operon_4233,"('rrlB', 'sapB')"
operon_4234,"('sapB', 'sapA')"
operon_4235,"('rrfB', 'sapA')"
operon_4236,"('puuP', 'rrlD')"
operon_4237,"('puuP', 'ymjE')"
operon_4238,"('puuP', 'ymjE', 'puuA')"
operon_4239,"('puuA', 'ymjE')"
operon_4240,"('puuD', 'puuR')"
operon_4241,"('rrlE', 'puuD')"
operon_4242,"('puuD', 'rrlA')"
operon_4243,"('puuD', 'rrlA', 'puuR')"
operon_4244,"('rrlG', 'pspF')"
operon_4245,"('pspD', 'pspC', 'pspE', 'pspB', 'pspA')"
operon_4246,"('pspD', 'pspC', 'pspA', 'pspB')"
operon_4247,"('pspC', 'pspA', 'pspB')"
operon_4248,"('pspA', 'rrlA')"
operon_4249,"('pspC', 'pspB')"
operon_4250,"('pspD', 'pspC', 'pspE', 'pspB')"
operon_4251,"('pspD', 'pspC', 'pspB')"
operon_4252,"('pspD', 'pspC')"
operon_4253,"('pspD', 'pspC', 'pspE')"
operon_4254,"('pspE', 'rrlA')"
operon_4255,"('pspE', 'rrlG')"
operon_4256,"('ycjT', 'ycjP', 'ycjR', 'ycjQ', 'ycjS')"
operon_4257,"('ycjR', 'ycjQ')"
operon_4258,"('ycjR', 'ycjQ', 'ycjS')"
operon_4259,"('ycjR', 'ycjS')"
operon_4260,"('ycjT', 'ycjS')"
operon_4261,"('ycjU', 'ycjT')"
operon_4262,"('ycjF', 'tyrR', 'ycjX')"
operon_4263,"('ycjF', 'tyrR')"
operon_4264,"('rrlE', 'tyrR')"
operon_4265,"('tyrR', 'rrlG')"
operon_4266,"('ycjG', 'tyrR')"
operon_4267,"('rrlB', 'tyrR')"
operon_4268,"('yfdY', 'tpx')"
operon_4269,"('ycjG', 'rrlB')"
operon_4270,"('ymjC', 'ymjD', 'ycjY')"
operon_4271,"('pgrR', 'mppA')"
operon_4272,"('rrlA', 'mppA')"
operon_4273,"('ynaJ', 'insH4')"
operon_4274,"('yobF', 'cspC', 'insH4')"
operon_4275,"('rrlB', 'ynaJ')"
operon_4276,"('ynaJ', 'rrlA')"
operon_4277,"('ynaJ', 'yhbS')"
operon_4278,"('ynaJ', 'rrlG')"
operon_4279,"('uspE', 'rrlE')"
operon_4280,"('uspE', 'rrlB')"
operon_4281,"('uspE', 'rrfB')"
operon_4282,"('fnr', 'rrlG')"
operon_4283,"('rrlB', 'fnr')"
operon_4284,"('ompC', 'fnr')"
operon_4285,"('abgR', 'rrlA')"
operon_4286,"('abgR', 'smrA')"
operon_4287,"('rrlB', 'mcaS')"
operon_4288,"('rrlE', 'mcaS')"
operon_4289,"('rrlC', 'mcaS')"
operon_4290,"('mcaS', 'rrlA')"
operon_4291,"('dgcM', 'rrlA')"
operon_4292,"('zntB', 'ynaN')"
operon_4293,"('zntB', 'fnrS', 'ynaN')"
operon_4294,"('zntB', 'fnrS')"
operon_4295,"('zntB', 'rrlB')"
operon_4296,"('rrlB', 'fnrS')"
operon_4297,"('fnrS', 'rrlG')"
operon_4298,"('fnrS', 'rhoL')"
operon_4299,"('rpmG', 'fnrS', 'rpmB')"
operon_4300,"('fnrS', 'grcA')"
operon_4301,"('ydaF', 'ydaG', 'kilS')"
operon_4302,"('racR', 'ydaF', 'ydaG')"
operon_4303,"('ynaE', 'ynaM')"
operon_4304,"('uspF', 'rrlD')"
operon_4305,"('hslJ', 'ldhA')"
operon_4306,"('ydbH', 'rrlA')"
operon_4307,"('ydbH', 'ydbL', 'ynbE')"
operon_4308,"('ydbH', 'ynbE')"
operon_4309,"('ydbL', 'ynbE')"
operon_4310,"('paaC', 'paaB', 'paaD')"
operon_4311,"('paaG', 'paaH')"
operon_4312,"('rpoH', 'paaJ')"
operon_4313,"('paaX', 'paaK')"
operon_4314,"('rrlE', 'paaK')"
operon_4315,"('paaX', 'paaY', 'rrlD')"
operon_4316,"('insD2', 'insC2')"
operon_4317,"('rplD', 'insI2', 'rplC', 'rpsJ')"
operon_4318,"('osmE', 'insI2')"
operon_4319,"('ydbD', 'pdxI')"
operon_4320,"('rrlE', 'azoR')"
operon_4321,"('hrpA', 'ydcF')"
operon_4322,"('ydcF', 'rrlD')"
operon_4323,"('cybB', 'ydcA')"
operon_4324,"('cybB', 'yncP', 'ydcA', 'sokB')"
operon_4325,"('yncP', 'ydcA', 'sokB')"
operon_4326,"('yncP', 'sokB')"
operon_4327,"('yncP', 'sokB', 'rrfD')"
operon_4328,"('ydcH', 'opgD', 'rimL')"
operon_4329,"('ydcH', 'rimL')"
operon_4330,"('ydcH', 'rrlA')"
operon_4331,"('ydcK', 'csrB')"
operon_4332,"('tehB', 'tehA')"
operon_4333,"('ydcL', 'tehB')"
operon_4334,"('insQ', 'srlD')"
operon_4335,"('hicA', 'hicB')"
operon_4336,"('hicA', 'ydcR', 'hicB')"
operon_4337,"('ydcR', 'hicB')"
operon_4338,"('ydcS', 'ydcT')"
operon_4339,"('ydcS', 'ydcT', 'ydcU')"
operon_4340,"('rrlB', 'ydcU')"
operon_4341,"('ydcV', 'ydcU')"
operon_4342,"('patD', 'ydcY', 'ortT')"
operon_4343,"('ydcY', 'ortT')"
operon_4344,"('ydcY', 'frdA')"
operon_4345,"('ydcY', 'rrlC')"
operon_4346,"('ydcZ', 'mnaT')"
operon_4347,"('rrlC', 'mnaT')"
operon_4348,"('mcbR', 'curA')"
operon_4349,"('pptA', 'ydcC')"
operon_4350,"('def', 'pptA')"
operon_4351,"('fdnG', 'fdnI', 'fdnH')"
operon_4352,"('fdnG', 'fdnH')"
operon_4353,"('fdnI', 'fdnH')"
operon_4354,"('adhP', 'yddM')"
operon_4355,"('rrlB', 'maeA')"
operon_4356,"('sra', 'rrlA')"
operon_4357,"('rrlE', 'sra')"
operon_4358,"('rrlB', 'osmC')"
operon_4359,"('ddpC', 'ddpD')"
operon_4360,"('ddpB', 'ddpC')"
operon_4361,"('dosC', 'dosP', 'yddY')"
operon_4362,"('dosC', 'yddY')"
operon_4363,"('ydeN', 'ydeM')"
operon_4364,"('lsrR', 'lsrK')"
operon_4365,"('tam', 'lsrG')"
operon_4366,"('dgcF', 'glsB', 'yneG')"
operon_4367,"('marR', 'marA', 'marB')"
operon_4368,"('marB', 'marA')"
operon_4369,"('rrlE', 'marB', 'marA')"
operon_4370,"('rseD', 'rpoE', 'mgtT', 'mgtS')"
operon_4371,"('rrlB', 'mgtS')"
operon_4372,"('mgtT', 'rrlC', 'mgtS')"
operon_4373,"('rrlE', 'mgtT', 'mgtS')"
operon_4374,"('mgrR', 'dgcZ')"
operon_4375,"('rrlB', 'dcp')"
operon_4376,"('ydfG', 'rrlC')"
operon_4377,"('rspR', 'tufB')"
operon_4378,"('ynfT', 'ydfK')"
operon_4379,"('ynfT', 'ydfK', 'pinQ')"
operon_4380,"('ynfN', 'ynfR', 'gnsB')"
operon_4381,"('ynfN', 'ynfR', 'cspI', 'ynfQ')"
operon_4382,"('cspI', 'ynfR', 'ynfQ')"
operon_4383,"('cspI', 'rrlB', 'ynfQ')"
operon_4384,"('cspI', 'ynfQ', 'rrlD')"
operon_4385,"('rrrQ', 'rrsD', 'ydfR', 'essQ')"
operon_4386,"('rrrQ', 'ydfR', 'essQ')"
operon_4387,"('tnaA', 'tnaC', 'cspB')"
operon_4388,"('mepS', 'cspB')"
operon_4389,"('cspB', 'rrlC')"
operon_4390,"('rrlG', 'cspB')"
operon_4391,"('rrlB', 'cspB')"
operon_4392,"('fimA', 'cspB')"
operon_4393,"('cspF', 'ynfS')"
operon_4394,"('cspF', 'ynfS', 'csrB')"
operon_4395,"('hokD', 'relE', 'rem')"
operon_4396,"('hokD', 'relE')"
operon_4397,"('rrfB', 'hokD')"
operon_4398,"('dicC', 'ydfW', 'ydfX')"
operon_4399,"('dicC', 'ydfX')"
operon_4400,"('gatZ', 'dicA')"
operon_4401,"('ydfC', 'ydfB', 'dicF', 'ydfA')"
operon_4402,"('ydfB', 'ydfA')"
operon_4403,"('ydfC', 'dicF')"
operon_4404,"('ynfB', 'lpp')"
operon_4405,"('rrlE', 'rrlC', 'speG')"
operon_4406,"('ccmE', 'ynfF', 'ynfE')"
operon_4407,"('ynfH', 'ynfG')"
operon_4408,"('ynfH', 'ynfG', 'dmsD')"
operon_4409,"('rrsD', 'ynfH')"
operon_4410,"('rrlE', 'ynfH')"
operon_4411,"('ynfH', 'clcB', 'dmsD')"
operon_4412,"('clcB', 'rrlG')"
operon_4413,"('mlc', 'bidA')"
operon_4414,"('mlc', 'ynfL')"
operon_4415,"('asr', 'rrlC')"
operon_4416,"('mdtJ', 'mdtU')"
operon_4417,"('rrlB', 'tqsA')"
operon_4418,"('rplV', 'rpmC', 'pntB', 'rpsS', 'rpsQ', 'rplP', 'rpsC', 'rplB')"
operon_4419,"('ydgH', 'ydgI')"
operon_4420,"('folM', 'ydgI')"
operon_4421,"('ydgC', 'rrlD')"
operon_4422,"('rrlD', 'rstA')"
operon_4423,"('fumA', 'fumC')"
operon_4424,"('ydgA', 'rrlB')"
operon_4425,"('uidR', 'hdhA')"
operon_4426,"('malI', 'hdhA')"
operon_4427,"('malI', 'rrlE')"
operon_4428,"('malY', 'malX')"
operon_4429,"('ydgJ', 'rrlC')"
operon_4430,"('priB', 'ydgJ', 'rplI', 'rpsR', 'rpsF')"
operon_4431,"('cnu', 'ydgK')"
operon_4432,"('ydgK', 'rsxA')"
operon_4433,"('rsxB', 'rsxC', 'rsxA')"
operon_4434,"('rsxG', 'rsxD', 'rsxE')"
operon_4435,"('dtpA', 'gstA')"
operon_4436,"('dtpA', 'rrlG')"
operon_4437,"('dtpA', 'rrlA')"
operon_4438,"('ppc', 'pdxY')"
operon_4439,"('tyrS', 'pdxY', 'pdxH')"
operon_4440,"('rrlB', 'tyrS')"
operon_4441,"('tyrS', 'rrlC')"
operon_4442,"('tyrS', 'rrlG')"
operon_4443,"('tyrS', 'rrlD')"
operon_4444,"('bioH', 'slyB')"
operon_4445,"('rrlB', 'slyB')"
operon_4446,"('asnA', 'slyB')"
operon_4447,"('manY', 'manZ', 'slyA')"
operon_4448,"('rrfB', 'slyA')"
operon_4449,"('yobF', 'cspC', 'slyA')"
operon_4450,"('rrlG', 'slyA')"
operon_4451,"('rrsD', 'slyA')"
operon_4452,"('lpp', 'slyA')"
operon_4453,"('ydhJ', 'ydhI')"
operon_4454,"('ydhK', 'ydhJ')"
operon_4455,"('ydhK', 'rrlG')"
operon_4456,"('ydhF', 'sodC', 'rrlC')"
operon_4457,"('ydhL', 'ydhF')"
operon_4458,"('gloA', 'rnt')"
operon_4459,"('rrlB', 'grxD')"
operon_4460,"('ssrA', 'grxD')"
operon_4461,"('rrfE', 'sodB')"
operon_4462,"('sodB', 'rrlG', 'rrlD')"
operon_4463,"('sodB', 'rrlC')"
operon_4464,"('sodB', 'rrlD')"
operon_4465,"('sodB', 'rrfA')"
operon_4466,"('rrlB', 'sodB')"
operon_4467,"('rrlB', 'cydH')"
operon_4468,"('cydH', 'rrlG')"
operon_4469,"('purR', 'rrlA')"
operon_4470,"('rrlC', 'cfa')"
operon_4471,"('ribC', 'rrlC')"
operon_4472,"('ydhQ', 'rrlA')"
operon_4473,"('valV', 'ydhR', 'valW')"
operon_4474,"('valV', 'nuoL', 'valW')"
operon_4475,"('ydhR', 'rrlA')"
operon_4476,"('ydhW', 'ydhU', 'ydhX', 'ydhT', 'ydhV')"
operon_4477,"('rpsE', 'ydhU', 'secY', 'rplO', 'rpmD')"
operon_4478,"('ydhX', 'ydhU')"
operon_4479,"('ydhX', 'ydhW', 'ydhU')"
operon_4480,"('ydhX', 'rrlG')"
operon_4481,"('ydhX', 'ydhW')"
operon_4482,"('ydhW', 'ydhY', 'ydhV')"
operon_4483,"('ynhH', 'pykF')"
operon_4484,"('rrfC', 'lpp')"
operon_4485,"('lpp', 'rrlC')"
operon_4486,"('lpp', 'rrlB')"
operon_4487,"('secY', 'lpp', 'rpsM', 'rplO', 'rpmD', 'rpmJ')"
operon_4488,"('ssrA', 'lpp')"
operon_4489,"('lpp', 'rrsA')"
operon_4490,"('lpp', 'rrlD')"
operon_4491,"('lpp', 'rrlG')"
operon_4492,"('greA', 'lpp')"
operon_4493,"('lpp', 'fabB')"
operon_4494,"('lpp', 'yhaH')"
operon_4495,"('rpsE', 'secY', 'lpp', 'rplF', 'rpsN', 'rplO', 'rpmD', 'rplX', 'rplE', 'rpsH', 'rplN', 'rplR')"
operon_4496,"('lpp', 'ompC')"
operon_4497,"('lpp', 'cyaA')"
operon_4498,"('lpp', 'yfaY')"
operon_4499,"('lpp', 'cyuA')"
operon_4500,"('lpp', 'rrfD')"
operon_4501,"('lpp', 'rplT', 'rpmI', 'infC')"
operon_4502,"('glmU', 'lpp')"
operon_4503,"('lpp', 'rrsB')"
operon_4504,"('lpp', 'deoD')"
operon_4505,"('lpp', 'srlD')"
operon_4506,"('gatZ', 'lpp')"
operon_4507,"('lpp', 'rnc', 'era')"
operon_4508,"('lpp', 'rrsD')"
operon_4509,"('lpp', 'aspA')"
operon_4510,"('lpp', 'gcvB', 'rrlG')"
operon_4511,"('trmD', 'lpp', 'rpsP', 'rplS', 'rimM')"
operon_4512,"('lpp', 'rpsN', 'rplX', 'rplE', 'rplN')"
operon_4513,"('lpp', 'bamB')"
operon_4514,"('frdD', 'lpp', 'frdC')"
operon_4515,"('lpp', 'rrfG')"
operon_4516,"('lpp', 'yobF', 'cspC')"
operon_4517,"('lpp', 'hfq', 'miaA')"
operon_4518,"('lpp', 'rrfB')"
