operon_name,content
operon_1912,"('rpoE', 'ychQ')"
operon_1913,"('ychA', 'kdsA', 'rrlD')"
operon_1914,"('narG', 'timR')"
operon_1915,"('tpr', 'rrlE', 'rttR')"
operon_1916,"('rplT', 'tyrV')"
operon_1917,"('hns', 'rrlC')"
operon_1918,"('hns', 'rrlA')"
operon_1919,"('rrfG', 'oppA')"
operon_1920,"('ssrA', 'clsA')"
operon_1921,"('yciO', 'yciQ')"
operon_1922,"('ymiC', 'yciX')"
operon_1923,"('pgpB', 'lapA')"
operon_1924,"('sapD', 'sapF')"
operon_1925,"('pspA', 'pspB')"
operon_1926,"('ycjF', 'ycjX')"
operon_1927,"('ycjF', 'rrlG')"
operon_1928,"('rrlE', 'tpx')"
operon_1929,"('rrfE', 'insH4')"
operon_1930,"('ynaJ', 'rrsC')"
operon_1931,"('uspE', 'rrlC')"
operon_1932,"('rrsE', 'fnr')"
operon_1933,"('fnr', 'rpoE')"
operon_1934,"('rrlB', 'rrlG', 'mcaS')"
operon_1935,"('fnrS', 'cspA')"
operon_1936,"('ydcH', 'opgD')"
operon_1937,"('malE', 'ydcY')"
operon_1938,"('hipA', 'hipB')"
operon_1939,"('rnpB', 'mgtT', 'mgtS')"
operon_1940,"('ssrA', 'slyB')"
operon_1941,"('rplY', 'slyB')"
operon_1942,"('rrlE', 'slyB')"
operon_1943,"('rrlA', 'slyB')"
operon_1944,"('rrfG', 'ydhF', 'sodC')"
operon_1945,"('gloA', 'nemA')"
operon_1946,"('sodB', 'rrlG')"
operon_1947,"('rrlB', 'cfa')"
operon_1948,"('valV', 'valW')"
operon_1949,"('pykF', 'rrlG')"
operon_1950,"('sufE', 'rrlA')"
operon_1951,"('sufA', 'sufB')"
operon_1952,"('btuE', 'btuC')"
operon_1953,"('rrlC', 'pheT')"
operon_1954,"('metK', 'pheT')"
operon_1955,"('rplT', 'pheM')"
operon_1956,"('rplT', 'rrlA')"
operon_1957,"('ssrA', 'rplT')"
operon_1958,"('rrsG', 'rplT')"
operon_1959,"('rpsD', 'rplT', 'rpmI', 'infC')"
operon_1960,"('rplT', 'rrlC')"
operon_1961,"('mutL', 'miaA', 'rplT', 'rpmI')"
operon_1962,"('ydjZ', 'ynjA')"
operon_1963,"('rpsQ', 'gapA')"
operon_1964,"('gapA', 'yobD')"
operon_1965,"('fabB', 'gapA')"
operon_1966,"('rrlB', 'gapA')"
operon_1967,"('yoaJ', 'yoaK')"
operon_1968,"('secY', 'yoaB', 'rpmJ')"
operon_1969,"('sdaA', 'rrlC')"
operon_1970,"('rrsG', 'manX')"
operon_1971,"('manZ', 'rrlA')"
operon_1972,"('yobF', 'rlmA', 'cspC')"
operon_1973,"('sroH', 'cspC')"
operon_1974,"('rrsE', 'cspC')"
operon_1975,"('yobF', 'cspC', 'rrfA')"
operon_1976,"('yobF', 'cspC', 'rrlC')"
operon_1977,"('yebO', 'rrlG')"
operon_1978,"('kdgR', 'rrlD')"
operon_1979,"('letA', 'letB')"
operon_1980,"('rrsC', 'eda')"
operon_1981,"('yebC', 'nudB')"
operon_1982,"('yecN', 'rrlC')"
operon_1983,"('cutC', 'micL')"
operon_1984,"('motR', 'flhC')"
operon_1985,"('leuZ', ""3'ETS-leuZ"", 'cysT')"
operon_1986,"('leuZ', ""3'ETS-leuZ"")"
operon_1987,"('rrlB', 'rrsD', 'rrsC', ""3'ETS-leuZ"")"
operon_1988,"('mtfA', 'asnT')"
operon_1989,"('asnT', 'rrlC')"
operon_1990,"('tmaR', 'rrsA')"
operon_1991,"('tmaR', 'rrsB')"
operon_1992,"('yoeB', 'yeeZ')"
operon_1993,"('rrlA', 'gnd')"
operon_1994,"('wbbH', 'glf')"
operon_1995,"('rfbX', 'rfbC')"
operon_1996,"('cyaR', 'trhP')"
operon_1997,"('gatB', 'gatA', 'udp')"
operon_1998,"('rrlE', 'gatY')"
operon_1999,"('thiD', 'yegX')"
operon_2000,"('mrp', 'rrlE')"
operon_2001,"('cdd', 'rrlA')"
operon_2002,"('rplY', 'rrlD')"
operon_2003,"('rplY', 'rrlA')"
operon_2004,"('rrlE', 'ompC')"
operon_2005,"('ssrA', 'ompC')"
operon_2006,"('rrfC', 'ompC')"
operon_2007,"('ompC', 'rrlC')"
operon_2008,"('gyrA', 'rrlC')"
operon_2009,"('yfaE', 'rrsD')"
operon_2010,"('ssrA', 'glpQ')"
operon_2011,"('rrsD', 'glpA')"
operon_2012,"('glpB', 'rrsD')"
operon_2013,"('glpB', 'glpC')"
operon_2014,"('rrlB', 'yfaY')"
operon_2015,"('menD', 'menH')"
operon_2016,"('nfuA', 'nuoC')"
operon_2017,"('yfbU', 'hxpA', 'rrlG')"
operon_2018,"('folX', 'yfcH')"
operon_2019,"('argT', 'hisJ')"
operon_2020,"('folC', 'accD')"
operon_2021,"('rrlA', 'folC', 'accD')"
operon_2022,"('yjdM', 'fabB')"
operon_2023,"('yfdI', 'yfdH')"
operon_2024,"('dsdX', 'rrsA')"
operon_2025,"('pyrR', 'pyrS')"
operon_2026,"('mntH', 'rrsB')"
operon_2027,"('nupC', 'insL3')"
operon_2028,"('ssrA', 'alaW', 'alaX')"
operon_2029,"('ssrA', 'gltX')"
operon_2030,"('rrsD', 'zipA', 'rrlG')"
operon_2031,"('rrfA', 'cysK', 'rrlA')"
operon_2032,"('rpsO', 'ypfM')"
operon_2033,"('rrsG', 'ypfM')"
operon_2034,"('ypfJ', 'rpsH', 'rplF')"
operon_2035,"('ypfJ', 'rrlC')"
operon_2036,"('timP', 'rrlG', 'ryfA')"
operon_2037,"('iscX', 'fdx')"
operon_2038,"('hscB', 'hscA')"
operon_2039,"('hscB', 'iscA', 'iscU')"
operon_2040,"('hscB', 'rpmH')"
operon_2041,"('hcaR', 'iroK', 'hcaT')"
operon_2042,"('rrsC', 'glyA')"
operon_2043,"('rrlB', 'glnB')"
operon_2044,"('qseG', 'glrR')"
operon_2045,"('rrlG', 'glmY')"
operon_2046,"('recO', 'era', 'rrlC')"
operon_2047,"('recO', 'era')"
operon_2048,"('rseB', 'rseA')"
operon_2049,"('yfiF', 'hslU')"
operon_2050,"('rpmC', 'rrlG', 'rpsQ')"
operon_2051,"('rrsD', 'rrlG', 'rrlD')"
operon_2052,"('fecA', 'rrlG')"
operon_2053,"('dolP', 'rrlG')"
operon_2054,"('rrfA', 'rbsB', 'stpA', 'rbsZ', 'rrlE', 'rrlG', 'argP')"
operon_2055,"('malK', 'rrlG')"
operon_2056,"('cpdB', 'rrlG')"
operon_2057,"('rplI', 'rrlG')"
operon_2058,"('serV', 'argV', 'rrlG')"
operon_2059,"('polA', 'rrlG')"
operon_2060,"('ssrS', 'rrlG')"
operon_2061,"('malG', 'malH', 'rrlG', 'rrlC')"
operon_2062,"('ssrA', 'rrlG', 'rrlD')"
operon_2063,"('rplL', 'rplJ', 'rrlG', 'rrlD')"
operon_2064,"('rplI', 'rrlG', 'rpsR')"
operon_2065,"('malE', 'rrlG')"
operon_2066,"('sibE', 'rrlG')"
operon_2067,"('rrlG', 'rrfF')"
operon_2068,"('rplL', 'rrlG')"
operon_2069,"('ssrA', 'rrlG', 'rrlC')"
operon_2070,"('rrfD', 'rrlG')"
operon_2071,"('cspA', 'rrlG')"
operon_2072,"('hupA', 'rrlG')"
operon_2073,"('rrlG', 'rpsI')"
operon_2074,"('ssrA', 'gcvB', 'rrlG')"
operon_2075,"('rrfE', 'rrlG')"
operon_2076,"('gltW', 'rrlC')"
operon_2077,"('rrsG', 'gcvB')"
operon_2078,"('rrsG', 'yrdD', 'smg')"
operon_2079,"('rrsG', 'fklB')"
operon_2080,"('rrsG', 'eno')"
operon_2081,"('rrsG', 'secG')"
operon_2082,"('rrsG', 'rpsS', 'rplB')"
operon_2083,"('waaY', 'rrsG', 'waaJ')"
operon_2084,"('rrsG', 'fecA')"
operon_2085,"('greA', 'rrsG')"
operon_2086,"('ryfD', 'rrlA')"
operon_2087,"('yfiH', 'ryfD')"
operon_2088,"('rrlB', 'raiA', 'raiZ')"
operon_2089,"('ssrA', 'raiA', 'raiZ')"
operon_2090,"('pheL', 'raiA', 'raiZ')"
operon_2091,"('ssrA', 'pheL')"
operon_2092,"('pheA', 'rrlC')"
operon_2093,"('ssrA', 'rplS')"
operon_2094,"('rrfC', 'rplS')"
operon_2095,"('rrlC', 'rplS')"
operon_2096,"('rrfD', 'rplS')"
operon_2097,"('rrsE', 'yfjD')"
operon_2098,"('ssrA', 'bamE')"
operon_2099,"('ssrA', 'rrsE')"
operon_2100,"('ssrA', 'rrsC')"
operon_2101,"('ssrA', 'rrlE')"
operon_2102,"('ssrA', 'rrfE')"
operon_2103,"('ssrA', 'rrlB')"
operon_2104,"('ssrA', 'rrsD', 'rrlA')"
operon_2105,"('ssrA', 'asd')"
operon_2106,"('ssrA', 'ssrS')"
operon_2107,"('ssrA', 'yfjP')"
operon_2108,"('ssrA', 'ubiI')"
operon_2109,"('ssrA', 'atpA')"
operon_2110,"('ssrA', 'galP')"
operon_2111,"('ssrA', 'frdA')"
operon_2112,"('ssrA', 'glyV', 'glyX', 'glyY')"
operon_2113,"('ygaH', 'mprA')"
operon_2114,"('serV', 'rrlC')"
operon_2115,"('csrA', 'rrlA')"
operon_2116,"('recA', 'gcvB')"
operon_2117,"('recA', 'rrlA')"
operon_2118,"('umpG', 'rrlD')"
operon_2119,"('ygbE', 'cysC')"
operon_2120,"('glmS', 'rlmD')"
operon_2121,"('queF', 'ppnN')"
operon_2122,"('atpD', 'sdaC')"
operon_2123,"('rrlE', 'sdaC')"
operon_2124,"('sdaC', 'rrlC')"
operon_2125,"('sdaC', 'sdaB')"
operon_2126,"('rrlE', 'sdaB')"
operon_2127,"('gcvB', 'rrlA')"
operon_2128,"('gcvB', 'yrbL')"
operon_2129,"('rrfC', 'gcvB')"
operon_2130,"('gcvB', 'rrfD')"
operon_2131,"('gcvB', 'rrlC')"
operon_2132,"('rrfE', 'gcvB')"
operon_2133,"('recD', 'recB')"
operon_2134,"('rrlE', 'rppH')"
operon_2135,"('insD4', 'insC4')"
operon_2136,"('yqfA', 'rrlC')"
operon_2137,"('rrsC', 'ubiI')"
operon_2138,"('ssrS', 'rrlA')"
operon_2139,"('ssrS', 'rrlC')"
operon_2140,"('rpmC', 'ssrS', 'rpsQ')"
operon_2141,"('emrD', 'ssrS')"
operon_2142,"('rrlE', 'ssrS')"
operon_2143,"('ssrS', 'rrsB')"
operon_2144,"('ssrS', 'ileT')"
operon_2145,"('galP', 'rrlC')"
operon_2146,"('yggU', 'yggT')"
operon_2147,"('trmB', 'rrlC')"
operon_2148,"('yggX', 'mutY')"
operon_2149,"('yggX', 'rrlC')"
operon_2150,"('exbB', 'rrfF')"
operon_2151,"('mqsR', 'mqsA')"
operon_2152,"('yqiD', 'rrlB')"
operon_2153,"('rrlB', 'ribB')"
operon_2154,"('sibD', 'rrlA')"
operon_2155,"('ygiF', 'glnE')"
operon_2156,"('ygiF', 'rrlD')"
operon_2157,"('rpsU', 'rrlD')"
operon_2158,"('rpsU', 'rrlC')"
operon_2159,"('rpoD', 'rrlA')"
operon_2160,"('rrsE', 'tdcC')"
operon_2161,"('malG', 'rnpB')"
operon_2162,"('rrfB', 'rnpB')"
operon_2163,"('rnpB', 'rrlD')"
operon_2164,"('rrsD', 'rnpB')"
operon_2165,"('rnpB', 'rpsQ')"
operon_2166,"('rrlE', 'rnpB')"
operon_2167,"('rrlB', 'rnpB')"
operon_2168,"('rrsE', 'rnpB', 'rrlA')"
operon_2169,"('nlpI', 'rrlC')"
operon_2170,"('rrlB', 'nlpI')"
operon_2171,"('rpsO', 'rrsD')"
operon_2172,"('rpsO', 'rrfB')"
operon_2173,"('truB', 'rpsO')"
operon_2174,"('rrlB', 'infB')"
operon_2175,"('rrlE', 'infB')"
operon_2176,"('lptC', 'lptA')"
operon_2177,"('rrsD', 'rpsI')"
operon_2178,"('coaA', 'zapG')"
operon_2179,"('rrlB', 'mdh')"
operon_2180,"('yhdP', 'rrfF')"
operon_2181,"('yhdE', 'rng')"
operon_2182,"('rrfF', 'rrlA')"
operon_2183,"('rrsD', 'rrfF')"
operon_2184,"('glgP', 'rrfF')"
operon_2185,"('rbsZ', 'rbsB', 'rrfF')"
operon_2186,"('rrlD', 'rrfF')"
operon_2187,"('rrfD', 'rrlA')"
operon_2188,"('rrfD', 'rrlC')"
operon_2189,"('rrsC', 'rrfD')"
operon_2190,"('rrlD', 'rpmJ')"
operon_2191,"('uspA', 'rrlD')"
operon_2192,"('ettA', 'rrlD')"
operon_2193,"('rsmD', 'rrlD')"
operon_2194,"('tufA', 'rrlD')"
operon_2195,"('slyD', 'rrlD')"
operon_2196,"('secY', 'rrlD', 'rplO')"
operon_2197,"('rrsD', 'rplF')"
operon_2198,"('rpmE', 'rrsD')"
operon_2199,"('rrsD', 'trxA')"
operon_2200,"('tsaC', 'yrdD')"
operon_2201,"('rplL', 'rplQ')"
operon_2202,"('rplQ', 'rrlC')"
operon_2203,"('rrlB', 'rpoA')"
operon_2204,"('rpmJ', 'rrlA')"
operon_2205,"('rpmJ', 'rrlC')"
operon_2206,"('secY', 'rrfA')"
operon_2207,"('secY', 'rrsE')"
operon_2208,"('rpmD', 'rpsE', 'rplR', 'rplO')"
operon_2209,"('rpmD', 'rrlB', 'rplO')"
operon_2210,"('cyaA', 'rpsQ')"
operon_2211,"('rpmC', 'rpsQ', 'rrlA')"
operon_2212,"('rrsE', 'rpsQ')"
operon_2213,"('rpmC', 'rplP')"
operon_2214,"('glyS', 'rplB')"
operon_2215,"('rrlB', 'tufA')"
operon_2216,"('dppA', 'tufA')"
operon_2217,"('tufA', 'rrlA')"
operon_2218,"('rrlE', 'tufA')"
operon_2219,"('rpoB', 'tufA')"
operon_2220,"('rrlE', 'fusA')"
operon_2221,"('fkpA', 'rrsA')"
operon_2222,"('yheV', 'kefB')"
operon_2223,"('rrlB', 'ppiA')"
operon_2224,"('rrlE', 'tsgA')"
operon_2225,"('nirC', 'nirD')"
operon_2226,"('gph', 'rpe')"
operon_2227,"('rpe', 'dam')"
operon_2228,"('pck', 'rrsB')"
operon_2229,"('feoB', 'frdA')"
operon_2230,"('rrsC', 'malT')"
operon_2231,"('rtcA', 'rrlE')"
operon_2232,"('rtcA', 'rrlB')"
operon_2233,"('glpD', 'rrlA')"
operon_2234,"('yhgO', 'yhgP', 'glgB')"
operon_2235,"('ppa', 'ftsX')"
operon_2236,"('ftsE', 'ftsX')"
operon_2237,"('ftsE', 'rrlA')"
operon_2238,"('yriB', 'yriA')"
operon_2239,"('corA', 'dtpB')"
operon_2240,"('dinQ', 'rrlC')"
operon_2241,"('pdeK', 'dctA')"
operon_2242,"('rrlE', 'pdeK')"
operon_2243,"('bcsE', 'bcsF')"
operon_2244,"('dppA', 'rrlC')"
operon_2245,"('rrlE', 'dppA')"
operon_2246,"('cspA', 'rrlA')"
operon_2247,"('rrlE', 'cspA')"
operon_2248,"('xylH', 'xylG')"
operon_2249,"('rhsA', 'yibA')"
operon_2250,"('waaU', 'waaZ')"
operon_2251,"('waaY', 'waaJ')"
operon_2252,"('waaB', 'waaS')"
operon_2253,"('rrlB', 'rpmG')"
operon_2254,"('ilvN', 'uhpA', 'ilvB')"
operon_2255,"('ilvN', 'ilvB')"
operon_2256,"('ivbL', 'ilvB')"
operon_2257,"('rrsE', 'ivbL')"
operon_2258,"('ivbL', 'rrlC')"
operon_2259,"('yidF', 'rrsB')"
operon_2260,"('rrlB', 'rpmH')"
operon_2261,"('rrsC', 'rpmH')"
operon_2262,"('rnpA', 'yidD')"
operon_2263,"('rnpA', 'yidD', 'yidC')"
operon_2264,"('atpG', 'atpD')"
operon_2265,"('rrlE', 'viaA')"
operon_2266,"('rbsA', 'rbsD')"
operon_2267,"('lamB', 'rbsD')"
operon_2268,"('rbsD', 'rrlA')"
operon_2269,"('rbsA', 'rbsC')"
operon_2270,"('rbsZ', 'rbsB', 'rrlC')"
operon_2271,"('glpX', 'rrsC')"
operon_2272,"('zapB', 'rrlC')"
operon_2273,"('rpoC', 'rrlC')"
operon_2274,"('rrlC', 'ilvC')"
operon_2275,"('ridA', 'rrlC')"
operon_2276,"('rrsE', 'rrlC', 'rrlA')"
operon_2277,"('yihY', 'rrlC')"
operon_2278,"('rplL', 'rrlC')"
operon_2279,"('rrlC', 'ysgD')"
operon_2280,"('lamB', 'rrlC')"
operon_2281,"('rrlC', 'tufB')"
operon_2282,"('rrfC', 'rrlB')"
operon_2283,"('rrsE', 'trpT')"
operon_2284,"('ilvX', 'ilvL')"
operon_2285,"('ilvE', 'ilvD')"
operon_2286,"('wecF', 'ilvC')"
operon_2287,"('malG', 'gpp')"
operon_2288,"('rrlE', 'yifK')"
operon_2289,"('argX', 'hisR', 'yifK')"
operon_2290,"('proM', 'leuT')"
operon_2291,"('glmZ', 'rrlA')"
operon_2292,"('yigA', 'xerC')"
operon_2293,"('pldA', 'recQ')"
operon_2294,"('rrsA', 'rob')"
operon_2295,"('alr', 'rrlA')"
operon_2296,"('rrfE', 'rrlA')"
operon_2297,"('rplL', 'rrlA')"
operon_2298,"('rrlE', 'rrsE', 'rrlA')"
operon_2299,"('glpK', 'rrlA')"
operon_2300,"('rraA', 'rrlA')"
operon_2301,"('rplL', 'rrlB', 'rplJ', 'rrlA')"
operon_2302,"('ridA', 'rrlA')"
operon_2303,"('rplJ', 'rrlA')"
operon_2304,"('rrsB', 'rrfA')"
operon_2305,"('rrsE', 'rrfA')"
operon_2306,"('pfkA', 'ppa')"
operon_2307,"('treC', 'glpK')"
operon_2308,"('glpK', 'glpF')"
operon_2309,"('rpmE', 'rrsB')"
operon_2310,"('btuB', 'murI')"
operon_2311,"('fecD', 'rrsB')"
operon_2312,"('rrfB', 'rrsB')"
operon_2313,"('aspA', 'rrsB')"
operon_2314,"('hupA', 'rrsB')"
operon_2315,"('gltP', 'rrsB')"
operon_2316,"('rplI', 'rrsB')"
operon_2317,"('ubiA', 'rrsB')"
operon_2318,"('rrlB', 'rrfE')"
operon_2319,"('rrlB', 'rpoC')"
operon_2320,"('rplL', 'rrlB', 'rplJ')"
operon_2321,"('rrlE', 'rrfB')"
operon_2322,"('rrlE', 'tufB')"
operon_2323,"('hemE', 'nfi')"
operon_2324,"('rrlE', 'alsB')"
operon_2325,"('rrlE', 'rplI')"
operon_2326,"('rrlE', 'rpsF')"
operon_2327,"('rrfE', 'frdB')"
operon_2328,"('aceK', 'aceA')"
operon_2329,"('malG', 'malH')"
operon_2330,"('malG', 'malF')"
operon_2331,"('ytcB', 'nrfA')"
operon_2332,"('ecnA', 'ecnB')"
operon_2333,"('glyX', 'glyY')"
operon_2334,"('yjeT', 'hflC')"
operon_2335,"('bsmA', 'yjfN')"
operon_2336,"('priB', 'rpsR')"
operon_2337,"('chpB', 'chpS')"
operon_2338,"('fecD', 'fecC')"
operon_2339,"('fecB', 'fecC')"
operon_2340,"('fecB', 'fecA')"
operon_2341,"('insA7', 'ykiE')"
operon_2342,"('leuV', 'leuP', 'leuQ')"
operon_2343,"('leuV', 'leuP')"
operon_2344,"('leuP', 'leuQ')"
operon_2345,"('creA', 'creB')"
operon_2346,"('thrB', 'thrC')"
operon_2347,"('dnaK', 'eda')"
operon_2348,"('rrsD', 'dnaJ')"
operon_2349,"('ribF', 'yaaY')"
operon_2350,"('fkpB', 'lspA', 'ileS')"
operon_2351,"('fkpB', 'lspA')"
operon_2352,"('murC', 'ddlB')"
operon_2353,"('ftsA', 'rrlC')"
operon_2354,"('panD', 'rrlD')"
operon_2355,"('dksA', 'rrlH')"
operon_2356,"('hemL', 'rrsA')"
operon_2357,"('rseP', 'cdsA', 'ispU')"
operon_2358,"('lpxA', 'rrlG')"
operon_2359,"('lpxA', 'rrlA')"
operon_2360,"('rnhB', 'dnaE')"
operon_2361,"('metQ', 'metI')"
operon_2362,"('ssrS', 'rrsH')"
operon_2363,"('rrsH', 'rrfH')"
operon_2364,"('grpE', 'rrsH')"
operon_2365,"('rrsH', 'manA')"
operon_2366,"('rrfE', 'rrsH')"
operon_2367,"('rrlH', 'alaV')"
operon_2368,"('rrlH', 'rrlC', 'rrsB')"
operon_2369,"('mglB', 'rrlH')"
operon_2370,"('mscM', 'rrlH')"
operon_2371,"('rrlH', 'ackA')"
operon_2372,"('rrlH', 'malT')"
operon_2373,"('adhE', 'rrlH')"
operon_2374,"('rrlH', 'rplO')"
operon_2375,"('rrlH', 'hslU')"
operon_2376,"('rrfG', 'rrlH')"
operon_2377,"('rrlH', 'malM')"
operon_2378,"('rrfE', 'rrlH')"
operon_2379,"('rcsC', 'rrlH')"
operon_2380,"('rpmG', 'rrlH')"
operon_2381,"('rrlB', 'rrfH')"
operon_2382,"('rrlG', 'rrfH')"
operon_2383,"('ssrA', 'rrfH')"
operon_2384,"('rrlA', 'rrfH')"
operon_2385,"('rrsA', 'rrfH')"
operon_2386,"('dnaQ', 'rrlC')"
operon_2387,"('rrfB', 'insI1')"
operon_2388,"('yagF', 'yagG')"
operon_2389,"('ddlA', 'rrlG')"
operon_2390,"('thiL', 'nusB')"
operon_2391,"('dxs', 'yajO')"
operon_2392,"('cyoC', 'cyoD', 'rrlC')"
operon_2393,"('rrlE', 'hupB')"
operon_2394,"('adk', 'rrlE')"
operon_2395,"('tesA', 'ybbO')"
operon_2396,"('cstA', 'ybdD')"
operon_2397,"('rrlB', 'ahpC')"
operon_2398,"('rrsE', 'rnk')"
operon_2399,"('rrsC', 'rna')"
operon_2400,"('cspE', 'rrlA')"
operon_2401,"('rrlC', 'rihA')"
operon_2402,"('chiP', 'chiZ')"
operon_2403,"('sdhB', 'rrlC')"
operon_2404,"('sdhB', 'rrlA')"
operon_2405,"('rrsG', 'sucA')"
operon_2406,"('ybgE', 'cydX', 'rrlE', 'cydB')"
operon_2407,"('ybgC', 'tolQ')"
operon_2408,"('moaD', 'moaC')"
operon_2409,"('ybiX', 'ybiI')"
operon_2410,"('mntS', 'rybA', 'rrfC')"
operon_2411,"('ybjI', 'ybjH')"
operon_2412,"('rrlE', 'cspD')"
operon_2413,"('rrsA', 'rpsA')"
operon_2414,"('ycaR', 'ycaQ')"
operon_2415,"('mukE', 'mukB')"
operon_2416,"('rrlC', 'mukB')"
operon_2417,"('asnS', 'rrlC')"
operon_2418,"('rrsG', 'ompA')"
operon_2419,"('ompA', 'rrsC')"
operon_2420,"('rrlE', 'ompA')"
operon_2421,"('minC', 'hspQ')"
operon_2422,"('flgB', 'rrlE')"
operon_2423,"('flgD', 'flgE')"
operon_2424,"('flgG', 'flgF')"
operon_2425,"('flgI', 'flgJ')"
operon_2426,"('fabG', 'rrlB', 'acpP')"
operon_2427,"('acpP', 'rrlC')"
operon_2428,"('acpP', 'rrlG')"
operon_2429,"('rrsE', 'fabF')"
operon_2430,"('nagK', 'rrlC')"
operon_2431,"('phoQ', 'phoP')"
operon_2432,"('prs', 'rrlG')"
operon_2433,"('rdlA', 'kdsA')"
operon_2434,"('tyrT', 'purU')"
operon_2435,"('hns', 'rrlG')"
operon_2436,"('rrlE', 'oppA')"
operon_2437,"('btuR', 'yciK')"
operon_2438,"('sapD', 'sapC')"
operon_2439,"('tpx', 'rrlA')"
operon_2440,"('paaH', 'paaI')"
operon_2441,"('rnpB', 'ydcY')"
operon_2442,"('lsrD', 'lsrB')"
operon_2443,"('ydfG', 'rspR', 'rrlG')"
operon_2444,"('mdtJ', 'mdtI')"
operon_2445,"('ssrA', 'ydgH')"
operon_2446,"('rrfG', 'ydhF')"
operon_2447,"('rrsD', 'pykF')"
operon_2448,"('lpp', 'stpA')"
operon_2449,"('lpp', 'rrlE')"
operon_2450,"('rrsE', 'rplT', 'rpmI', 'infC')"
operon_2451,"('astB', 'astD')"
operon_2452,"('rrsD', 'gapA')"
operon_2453,"('pabB', 'nudL')"
operon_2454,"('rrfG', 'manZ')"
operon_2455,"('htpX', 'rrlG')"
operon_2456,"('rrlC', 'yecR')"
operon_2457,"('fliZ', 'fliA')"
operon_2458,"('fliG', 'fliH')"
operon_2459,"('fliM', 'fliL')"
operon_2460,"('fliM', 'fliN')"
operon_2461,"('hisI', 'hisF')"
operon_2462,"('glnA', 'yegW')"
operon_2463,"('rrlE', 'rcnB')"
operon_2464,"('yehI', 'rrlG')"
operon_2465,"('btsR', 'yehS')"
operon_2466,"('mglB', 'mglA')"
operon_2467,"('ccmB', 'ccmA')"
operon_2468,"('ompC', 'rrlD')"
operon_2469,"('ompC', 'rrfD')"
operon_2470,"('ompC', 'rrsC')"
operon_2471,"('gyrA', 'rrlB')"
operon_2472,"('glpT', 'rrlD')"
operon_2473,"('glpB', 'glpA')"
operon_2474,"('nuoL', 'rrlA')"
operon_2475,"('nuoJ', 'nuoK')"
operon_2476,"('nuoH', 'rrsA', 'nuoI')"
operon_2477,"('pta', 'rrlD')"
operon_2478,"('truA', 'usg')"
operon_2479,"('epmC', 'yfcA')"
operon_2480,"('eutK', 'eutR')"
operon_2481,"('yffR', 'rrlA')"
operon_2482,"('maeB', 'rrlC')"
operon_2483,"('ypfJ', 'tmcA')"
operon_2484,"('purC', 'bamC')"
operon_2485,"('bamC', 'rrlG')"
operon_2486,"('yphC', 'yphB')"
operon_2487,"('rseC', 'rrlD')"
operon_2488,"('grcA', 'rrlC')"
operon_2489,"('yfiM', 'pssA')"
operon_2490,"('rrfG', 'rrsC')"
operon_2491,"('rrfG', 'rrlD')"
operon_2492,"('rrfG', 'rrsA')"
operon_2493,"('rrfG', 'rrlA')"
operon_2494,"('rrfG', 'rrsE')"
operon_2495,"('grpE', 'rrlG')"
operon_2496,"('sibD', 'rrlG')"
operon_2497,"('rrlG', 'ftsX')"
operon_2498,"('groL', 'rrlG')"
operon_2499,"('rrfC', 'rrlG', 'btsT')"
operon_2500,"('tnaA', 'rrlG')"
operon_2501,"('rpmG', 'rrlG', 'rpmB')"
operon_2502,"('yjgA', 'rrlG')"
operon_2503,"('rrlG', 'gltW')"
operon_2504,"('sroH', 'rrsG', 'rrsA')"
operon_2505,"('rrsG', 'rplI')"
operon_2506,"('atpC', 'rrsG')"
operon_2507,"('rrfC', 'rrsG')"
operon_2508,"('rrsG', 'rpmJ')"
operon_2509,"('rrsG', 'dinQ')"
operon_2510,"('rrfE', 'clpB')"
operon_2511,"('raiA', 'raiZ', 'rrfA')"
operon_2512,"('trmD', 'rrsB', 'rplS')"
operon_2513,"('rrlA', 'rplS')"
operon_2514,"('ssrA', 'rrsA')"
operon_2515,"('ssrA', 'ygiC')"
operon_2516,"('gabT', 'rrlB')"
operon_2517,"('serV', 'rrlA')"
operon_2518,"('gutM', 'srlD')"
operon_2519,"('rpoS', 'rrsE', 'nlpD')"
operon_2520,"('ftsB', 'ispD')"
operon_2521,"('mazE', 'mazF')"
operon_2522,"('ygdR', 'ygdQ')"
operon_2523,"('aas', 'lplT')"
operon_2524,"('ygfS', 'ygfT')"
operon_2525,"('ssrS', 'rrlD')"
operon_2526,"('rrlB', 'ssrS')"
operon_2527,"('plsC', 'rrlA')"
operon_2528,"('ygiM', 'rrlE', 'cca')"
operon_2529,"('mzrA', 'rrlA', 'yqjA')"
operon_2530,"('rnpB', 'rrfA')"
operon_2531,"('rnpB', 'rrfD')"
operon_2532,"('rrsE', 'rnpB')"
operon_2533,"('rpsO', 'rrlC')"
operon_2534,"('rrlB', 'glmM')"
operon_2535,"('folP', 'ftsH')"
operon_2536,"('ftsH', 'rrsC')"
operon_2537,"('rrsC', 'yhbY')"
operon_2538,"('mlaE', 'rrlA')"
operon_2539,"('lptB', 'lptA')"
operon_2540,"('nanE', 'nanK')"
operon_2541,"('nanA', 'nanT')"
operon_2542,"('rrlE', 'rrfF')"
operon_2543,"('rrlC', 'rrfF')"
operon_2544,"('rrsE', 'rrfF')"
operon_2545,"('rrsC', 'rrfF')"
