operon_name,coverage_num,Sample
operon_544,1,tot_RNA
operon_531,1,tot_RNA
aroH,1,tot_RNA
ydiE,1,tot_RNA
operon_533,1,tot_RNA
operon_537,1,tot_RNA
operon_538,1,tot_RNA
operon_545,1,tot_RNA
operon_517,1,tot_RNA
cedA,1,tot_RNA
katE,1,tot_RNA
chbG,1,tot_RNA
chbB,1,tot_RNA
astD,1,tot_RNA
astC,1,tot_RNA
menI,1,tot_RNA
rydB,1,tot_RNA
operon_529,1,tot_RNA
operon_528,1,tot_RNA
operon_527,1,tot_RNA
operon_526,1,tot_RNA
operon_525,1,tot_RNA
ydhW,1,tot_RNA
ydhX,1,tot_RNA
operon_521,1,tot_RNA
ydhU,1,tot_RNA
ydhT,1,tot_RNA
ydhS,1,tot_RNA
operon_519,1,tot_RNA
punR,1,tot_RNA
operon_518,1,tot_RNA
lhr,1,tot_RNA
operon_484,1,tot_RNA
operon_482,1,tot_RNA
chaA,1,tot_RNA
pyrF,1,tot_RNA
rnm,1,tot_RNA
operon_458,1,tot_RNA
yciO,1,tot_RNA
yciQ,1,tot_RNA
operon_460,1,tot_RNA
operon_461,1,tot_RNA
osmB,1,tot_RNA
operon_455,1,tot_RNA
yciT,1,tot_RNA
operon_464,1,tot_RNA
operon_465,1,tot_RNA
operon_466,1,tot_RNA
yciW,1,tot_RNA
operon_467,1,tot_RNA
trpB,1,tot_RNA
operon_454,1,tot_RNA
operon_481,1,tot_RNA
rssA,1,tot_RNA
chaC,1,tot_RNA
narL,1,tot_RNA
narS,1,tot_RNA
narH,1,tot_RNA
operon_439,1,tot_RNA
ychJ,1,tot_RNA
operon_441,1,tot_RNA
yciB,1,tot_RNA
operon_444,1,tot_RNA
operon_446,1,tot_RNA
operon_447,1,tot_RNA
operon_449,1,tot_RNA
operon_452,1,tot_RNA
operon_453,1,tot_RNA
sapB,1,tot_RNA
puuP,1,tot_RNA
operon_468,1,tot_RNA
ydcY,1,tot_RNA
yncP,1,tot_RNA
operon_475,1,tot_RNA
insQ,1,tot_RNA
sutR,1,tot_RNA
ydcR,1,tot_RNA
ydcU,1,tot_RNA
yddE,1,tot_RNA
ycjG,1,tot_RNA
operon_477,1,tot_RNA
narZ,1,tot_RNA
yddM,1,tot_RNA
operon_478,1,tot_RNA
operon_479,1,tot_RNA
digH,1,tot_RNA
operon_473,1,tot_RNA
operon_472,1,tot_RNA
cybB,1,tot_RNA
aldA,1,tot_RNA
hrpA,1,tot_RNA
azoR,1,tot_RNA
paaK,1,tot_RNA
tfaR,1,tot_RNA
stfR,1,tot_RNA
operon_470,1,tot_RNA
ttcA,1,tot_RNA
dbpA,1,tot_RNA
ynaL,1,tot_RNA
dgcM,1,tot_RNA
smrA,1,tot_RNA
operon_469,1,tot_RNA
ynaI,1,tot_RNA
modE,1,tot_RNA
operon_292,1,tot_RNA
operon_290,1,tot_RNA
operon_129,1,tot_RNA
operon_112,1,tot_RNA
operon_114,1,tot_RNA
operon_115,1,tot_RNA
operon_116,1,tot_RNA
alaV,1,tot_RNA
operon_120,1,tot_RNA
operon_130,1,tot_RNA
operon_99,1,tot_RNA
operon_131,1,tot_RNA
operon_133,1,tot_RNA
operon_134,1,tot_RNA
operon_135,1,tot_RNA
operon_138,1,tot_RNA
operon_139,1,tot_RNA
operon_109,1,tot_RNA
metN,1,tot_RNA
operon_71,1,tot_RNA
lpxB,1,tot_RNA
operon_73,1,tot_RNA
dxr,1,tot_RNA
operon_76,1,tot_RNA
operon_83,1,tot_RNA
fabZ,1,tot_RNA
operon_87,1,tot_RNA
operon_88,1,tot_RNA
metI,1,tot_RNA
operon_90,1,tot_RNA
operon_91,1,tot_RNA
operon_94,1,tot_RNA
operon_95,1,tot_RNA
operon_96,1,tot_RNA
operon_97,1,tot_RNA
operon_140,1,tot_RNA
yafD,1,tot_RNA
gloB,1,tot_RNA
operon_157,1,tot_RNA
operon_153,1,tot_RNA
operon_154,1,tot_RNA
insE1,1,tot_RNA
operon_155,1,tot_RNA
rclA,1,tot_RNA
operon_156,1,tot_RNA
operon_158,1,tot_RNA
dnaQ,1,tot_RNA
ykgF,1,tot_RNA
ykgH,1,tot_RNA
operon_159,1,tot_RNA
betT,1,tot_RNA
yahC,1,tot_RNA
yahJ,1,tot_RNA
yagK,1,tot_RNA
yagJ,1,tot_RNA
operon_152,1,tot_RNA
ykgS,1,tot_RNA
operon_151,1,tot_RNA
xynR,1,tot_RNA
yagF,1,tot_RNA
insH1,1,tot_RNA
ykfC,1,tot_RNA
operon_150,1,tot_RNA
yafY,1,tot_RNA
proA,1,tot_RNA
proB,1,tot_RNA
operon_148,1,tot_RNA
dinB,1,tot_RNA
dinJ,1,tot_RNA
operon_146,1,tot_RNA
pyrH,1,tot_RNA
operon_69,1,tot_RNA
operon_161,1,tot_RNA
leuA,1,tot_RNA
djlA,1,tot_RNA
rapA,1,tot_RNA
polB,1,tot_RNA
yabI,1,tot_RNA
thiP,1,tot_RNA
sgrR,1,tot_RNA
operon_22,1,tot_RNA
rsmA,1,tot_RNA
operon_23,1,tot_RNA
operon_26,1,tot_RNA
operon_27,1,tot_RNA
operon_28,1,tot_RNA
operon_29,1,tot_RNA
operon_30,1,tot_RNA
pdxA,1,tot_RNA
operon_15,1,tot_RNA
glnD,1,tot_RNA
operon_8,1,tot_RNA
operon_1,1,tot_RNA
operon_2,1,tot_RNA
operon_3,1,tot_RNA
insL1,1,tot_RNA
operon_4,1,tot_RNA
operon_5,1,tot_RNA
ispH,1,tot_RNA
operon_14,1,tot_RNA
caiF,1,tot_RNA
caiB,1,tot_RNA
operon_9,1,tot_RNA
operon_10,1,tot_RNA
apaH,1,tot_RNA
operon_12,1,tot_RNA
operon_32,1,tot_RNA
operon_34,1,tot_RNA
murF,1,tot_RNA
sfsA,1,tot_RNA
aroP,1,tot_RNA
operon_56,1,tot_RNA
operon_58,1,tot_RNA
panB,1,tot_RNA
gluQ,1,tot_RNA
operon_61,1,tot_RNA
thpR,1,tot_RNA
operon_35,1,tot_RNA
operon_63,1,tot_RNA
yadS,1,tot_RNA
operon_65,1,tot_RNA
operon_66,1,tot_RNA
dgt,1,tot_RNA
cdaR,1,tot_RNA
ampE,1,tot_RNA
coaE,1,tot_RNA
operon_52,1,tot_RNA
zapD,1,tot_RNA
operon_51,1,tot_RNA
yacG,1,tot_RNA
mutT,1,tot_RNA
operon_49,1,tot_RNA
operon_47,1,tot_RNA
operon_45,1,tot_RNA
operon_42,1,tot_RNA
operon_41,1,tot_RNA
operon_40,1,tot_RNA
ftsW,1,tot_RNA
operon_37,1,tot_RNA
operon_36,1,tot_RNA
mraY,1,tot_RNA
yahN,1,tot_RNA
yaiL,1,tot_RNA
valZ,1,tot_RNA
operon_233,1,tot_RNA
operon_227,1,tot_RNA
ybeY,1,tot_RNA
operon_229,1,tot_RNA
operon_230,1,tot_RNA
glnX,1,tot_RNA
operon_232,1,tot_RNA
operon_235,1,tot_RNA
operon_225,1,tot_RNA
operon_237,1,tot_RNA
operon_239,1,tot_RNA
leuW,1,tot_RNA
operon_243,1,tot_RNA
nagA,1,tot_RNA
operon_244,1,tot_RNA
operon_226,1,tot_RNA
operon_224,1,tot_RNA
ybdD,1,tot_RNA
rlpA,1,tot_RNA
operon_209,1,tot_RNA
operon_210,1,tot_RNA
rnk,1,tot_RNA
operon_211,1,tot_RNA
operon_212,1,tot_RNA
operon_213,1,tot_RNA
operon_214,1,tot_RNA
operon_223,1,tot_RNA
operon_216,1,tot_RNA
mrdA,1,tot_RNA
operon_217,1,tot_RNA
operon_219,1,tot_RNA
djlC,1,tot_RNA
gltL,1,tot_RNA
nagB,1,tot_RNA
operon_246,1,tot_RNA
operon_247,1,tot_RNA
operon_275,1,tot_RNA
sucC,1,tot_RNA
mngR,1,tot_RNA
operon_267,1,tot_RNA
ybgC,1,tot_RNA
operon_272,1,tot_RNA
operon_273,1,tot_RNA
operon_276,1,tot_RNA
uof,1,tot_RNA
operon_280,1,tot_RNA
operon_282,1,tot_RNA
operon_283,1,tot_RNA
operon_286,1,tot_RNA
operon_287,1,tot_RNA
operon_288,1,tot_RNA
operon_263,1,tot_RNA
operon_261,1,tot_RNA
operon_260,1,tot_RNA
operon_257,1,tot_RNA
operon_256,1,tot_RNA
operon_255,1,tot_RNA
pxpB,1,tot_RNA
operon_254,1,tot_RNA
operon_253,1,tot_RNA
ybgI,1,tot_RNA
rhsC,1,tot_RNA
operon_251,1,tot_RNA
kdpD,1,tot_RNA
operon_250,1,tot_RNA
kdpE,1,tot_RNA
operon_249,1,tot_RNA
seqA,1,tot_RNA
hcxA,1,tot_RNA
entH,1,tot_RNA
operon_162,1,tot_RNA
operon_186,1,tot_RNA
operon_181,1,tot_RNA
operon_182,1,tot_RNA
operon_183,1,tot_RNA
operon_184,1,tot_RNA
operon_185,1,tot_RNA
yajG,1,tot_RNA
operon_188,1,tot_RNA
operon_178,1,tot_RNA
operon_190,1,tot_RNA
mdlA,1,tot_RNA
operon_191,1,tot_RNA
ybaZ,1,tot_RNA
pdeB,1,tot_RNA
operon_192,1,tot_RNA
yajL,1,tot_RNA
operon_177,1,tot_RNA
fepD,1,tot_RNA
operon_168,1,tot_RNA
operon_163,1,tot_RNA
ampH,1,tot_RNA
sbmA,1,tot_RNA
operon_165,1,tot_RNA
operon_166,1,tot_RNA
aroL,1,tot_RNA
sbcD,1,tot_RNA
ribE,1,tot_RNA
operon_169,1,tot_RNA
tgt,1,tot_RNA
operon_170,1,tot_RNA
operon_171,1,tot_RNA
operon_175,1,tot_RNA
ribD,1,tot_RNA
ylaC,1,tot_RNA
operon_193,1,tot_RNA
hha,1,tot_RNA
operon_206,1,tot_RNA
argU,1,tot_RNA
intD,1,tot_RNA
ybcK,1,tot_RNA
ybcM,1,tot_RNA
appY,1,tot_RNA
ompT,1,tot_RNA
cusS,1,tot_RNA
priC,1,tot_RNA
cusR,1,tot_RNA
operon_207,1,tot_RNA
ybdJ,1,tot_RNA
ybdK,1,tot_RNA
fepA,1,tot_RNA
entF,1,tot_RNA
folD,1,tot_RNA
operon_204,1,tot_RNA
purE,1,tot_RNA
allC,1,tot_RNA
allA,1,tot_RNA
selU,1,tot_RNA
operon_202,1,tot_RNA
ybbA,1,tot_RNA
operon_201,1,tot_RNA
qmcA,1,tot_RNA
ybbJ,1,tot_RNA
ybaQ,1,tot_RNA
ybaK,1,tot_RNA
ybaB,1,tot_RNA
operon_199,1,tot_RNA
ybaN,1,tot_RNA
operon_198,1,tot_RNA
xthA,1,tot_RNA
operon_546,1,tot_RNA
operon_547,1,tot_RNA
operon_920,1,tot_RNA
operon_913,1,tot_RNA
operon_915,1,tot_RNA
operon_916,1,tot_RNA
operon_917,1,tot_RNA
operon_918,1,tot_RNA
rlmD,1,tot_RNA
operon_921,1,tot_RNA
operon_911,1,tot_RNA
queF,1,tot_RNA
operon_922,1,tot_RNA
fucK,1,tot_RNA
operon_923,1,tot_RNA
operon_925,1,tot_RNA
rlmM,1,tot_RNA
operon_912,1,tot_RNA
ygcN,1,tot_RNA
operon_894,1,tot_RNA
operon_904,1,tot_RNA
operon_897,1,tot_RNA
operon_898,1,tot_RNA
operon_899,1,tot_RNA
hypD,1,tot_RNA
operon_902,1,tot_RNA
operon_903,1,tot_RNA
operon_905,1,tot_RNA
cysJ,1,tot_RNA
pcm,1,tot_RNA
operon_906,1,tot_RNA
truD,1,tot_RNA
operon_909,1,tot_RNA
cysN,1,tot_RNA
operon_910,1,tot_RNA
ygdI,1,tot_RNA
csdA,1,tot_RNA
operon_926,1,tot_RNA
operon_949,1,tot_RNA
operon_943,1,tot_RNA
operon_944,1,tot_RNA
idi,1,tot_RNA
operon_946,1,tot_RNA
operon_947,1,tot_RNA
yqfB,1,tot_RNA
operon_952,1,tot_RNA
operon_927,1,tot_RNA
ubiI,1,tot_RNA
operon_955,1,tot_RNA
operon_956,1,tot_RNA
operon_958,1,tot_RNA
ubiH,1,tot_RNA
ygfB,1,tot_RNA
operon_942,1,tot_RNA
operon_940,1,tot_RNA
operon_938,1,tot_RNA
operon_937,1,tot_RNA
operon_936,1,tot_RNA
insC4,1,tot_RNA
operon_935,1,tot_RNA
yqeG,1,tot_RNA
araE,1,tot_RNA
lysR,1,tot_RNA
ygdR,1,tot_RNA
ygdQ,1,tot_RNA
operon_933,1,tot_RNA
recC,1,tot_RNA
ptrA,1,tot_RNA
recB,1,tot_RNA
argA,1,tot_RNA
hypB,1,tot_RNA
hycA,1,tot_RNA
sibC,1,tot_RNA
operon_843,1,tot_RNA
operon_827,1,tot_RNA
operon_828,1,tot_RNA
operon_829,1,tot_RNA
operon_830,1,tot_RNA
operon_841,1,tot_RNA
operon_842,1,tot_RNA
operon_844,1,tot_RNA
operon_825,1,tot_RNA
operon_845,1,tot_RNA
rluD,1,tot_RNA
operon_847,1,tot_RNA
pheA,1,tot_RNA
tyrA,1,tot_RNA
aroF,1,tot_RNA
operon_826,1,tot_RNA
operon_824,1,tot_RNA
hycE,1,tot_RNA
patZ,1,tot_RNA
operon_799,1,tot_RNA
operon_800,1,tot_RNA
operon_801,1,tot_RNA
tapT,1,tot_RNA
operon_802,1,tot_RNA
operon_803,1,tot_RNA
operon_805,1,tot_RNA
operon_823,1,tot_RNA
operon_808,1,tot_RNA
operon_813,1,tot_RNA
operon_816,1,tot_RNA
operon_817,1,tot_RNA
operon_819,1,tot_RNA
operon_822,1,tot_RNA
dgcN,1,tot_RNA
rplS,1,tot_RNA
trmD,1,tot_RNA
operon_881,1,tot_RNA
operon_871,1,tot_RNA
yqaB,1,tot_RNA
operon_874,1,tot_RNA
argZ,1,tot_RNA
operon_879,1,tot_RNA
serV,1,tot_RNA
operon_883,1,tot_RNA
operon_853,1,tot_RNA
operon_884,1,tot_RNA
srlA,1,tot_RNA
operon_892,1,tot_RNA
operon_893,1,tot_RNA
hypF,1,tot_RNA
ascB,1,tot_RNA
operon_869,1,tot_RNA
mprA,1,tot_RNA
ygaH,1,tot_RNA
proW,1,tot_RNA
ygaP,1,tot_RNA
operon_866,1,tot_RNA
glaR,1,tot_RNA
abpA,1,tot_RNA
operon_864,1,tot_RNA
operon_863,1,tot_RNA
operon_862,1,tot_RNA
operon_860,1,tot_RNA
operon_859,1,tot_RNA
operon_857,1,tot_RNA
yfjD,1,tot_RNA
rpsP,1,tot_RNA
rimM,1,tot_RNA
operon_961,1,tot_RNA
operon_962,1,tot_RNA
operon_797,1,tot_RNA
operon_1071,1,tot_RNA
operon_1061,1,tot_RNA
yraQ,1,tot_RNA
yhbO,1,tot_RNA
yhbS,1,tot_RNA
operon_1068,1,tot_RNA
operon_1070,1,tot_RNA
operon_1073,1,tot_RNA
yraK,1,tot_RNA
operon_1075,1,tot_RNA
leuU,1,tot_RNA
operon_1077,1,tot_RNA
yhbE,1,tot_RNA
operon_1082,1,tot_RNA
operon_1083,1,tot_RNA
rsmI,1,tot_RNA
operon_1057,1,tot_RNA
operon_1027,1,tot_RNA
operon_1046,1,tot_RNA
yqjA,1,tot_RNA
operon_1029,1,tot_RNA
operon_1036,1,tot_RNA
yqjK,1,tot_RNA
yhaJ,1,tot_RNA
operon_1043,1,tot_RNA
operon_1049,1,tot_RNA
garK,1,tot_RNA
operon_1050,1,tot_RNA
operon_1052,1,tot_RNA
operon_1053,1,tot_RNA
operon_1054,1,tot_RNA
operon_1055,1,tot_RNA
operon_1056,1,tot_RNA
sfsB,1,tot_RNA
operon_1086,1,tot_RNA
operon_1087,1,tot_RNA
operon_1113,1,tot_RNA
gltF,1,tot_RNA
yhcF,1,tot_RNA
yhcG,1,tot_RNA
operon_1109,1,tot_RNA
nanT,1,tot_RNA
operon_1112,1,tot_RNA
operon_1114,1,tot_RNA
operon_1088,1,tot_RNA
yhdE,1,tot_RNA
operon_1117,1,tot_RNA
yhdT,1,tot_RNA
acrF,1,tot_RNA
operon_1122,1,tot_RNA
operon_1124,1,tot_RNA
gltD,1,tot_RNA
operon_1107,1,tot_RNA
operon_1106,1,tot_RNA
operon_1105,1,tot_RNA
mtgA,1,tot_RNA
npr,1,tot_RNA
operon_1104,1,tot_RNA
ptsN,1,tot_RNA
operon_1102,1,tot_RNA
lptA,1,tot_RNA
operon_1096,1,tot_RNA
operon_1094,1,tot_RNA
mlaE,1,tot_RNA
operon_1093,1,tot_RNA
operon_1091,1,tot_RNA
mlaC,1,tot_RNA
operon_1089,1,tot_RNA
operon_1028,1,tot_RNA
exuT,1,tot_RNA
operon_963,1,tot_RNA
operon_985,1,tot_RNA
operon_983,1,tot_RNA
yggX,1,tot_RNA
mltC,1,tot_RNA
speC,1,tot_RNA
operon_984,1,tot_RNA
yqhJ,1,tot_RNA
glcC,1,tot_RNA
trmB,1,tot_RNA
pitB,1,tot_RNA
operon_986,1,tot_RNA
operon_987,1,tot_RNA
operon_989,1,tot_RNA
operon_990,1,tot_RNA
operon_993,1,tot_RNA
mutY,1,tot_RNA
operon_981,1,tot_RNA
uxaA,1,tot_RNA
operon_971,1,tot_RNA
operon_967,1,tot_RNA
operon_968,1,tot_RNA
loiP,1,tot_RNA
speB,1,tot_RNA
galP,1,tot_RNA
operon_970,1,tot_RNA
operon_973,1,tot_RNA
operon_979,1,tot_RNA
yqgE,1,tot_RNA
yqgF,1,tot_RNA
yggR,1,tot_RNA
operon_975,1,tot_RNA
hemW,1,tot_RNA
operon_978,1,tot_RNA
operon_994,1,tot_RNA
hybB,1,tot_RNA
operon_997,1,tot_RNA
ygiM,1,tot_RNA
operon_1017,1,tot_RNA
glgS,1,tot_RNA
yqiK,1,tot_RNA
operon_1019,1,tot_RNA
operon_1020,1,tot_RNA
operon_1021,1,tot_RNA
tsaD,1,tot_RNA
exbD,1,tot_RNA
operon_1023,1,tot_RNA
nfeF,1,tot_RNA
patA,1,tot_RNA
ebgR,1,tot_RNA
alx,1,tot_RNA
sstT,1,tot_RNA
operon_1016,1,tot_RNA
ygiB,1,tot_RNA
operon_1014,1,tot_RNA
operon_1013,1,tot_RNA
nudF,1,tot_RNA
operon_1011,1,tot_RNA
operon_1010,1,tot_RNA
operon_1008,1,tot_RNA
operon_1007,1,tot_RNA
qseC,1,tot_RNA
qseB,1,tot_RNA
mqsA,1,tot_RNA
plsC,1,tot_RNA
operon_1004,1,tot_RNA
operon_1002,1,tot_RNA
yqhG,1,tot_RNA
yqhC,1,tot_RNA
operon_798,1,tot_RNA
operon_796,1,tot_RNA
operon_548,1,tot_RNA
operon_628,1,tot_RNA
operon_622,1,tot_RNA
operon_624,1,tot_RNA
operon_625,1,tot_RNA
sbcB,1,tot_RNA
operon_626,1,tot_RNA
operon_627,1,tot_RNA
operon_630,1,tot_RNA
operon_620,1,tot_RNA
operon_631,1,tot_RNA
hisD,1,tot_RNA
operon_633,1,tot_RNA
operon_635,1,tot_RNA
hisI,1,tot_RNA
insH7,1,tot_RNA
insD3,1,tot_RNA
operon_619,1,tot_RNA
sdiA,1,tot_RNA
operon_613,1,tot_RNA
tcyN,1,tot_RNA
operon_609,1,tot_RNA
amyA,1,tot_RNA
yedE,1,tot_RNA
operon_611,1,tot_RNA
operon_612,1,tot_RNA
operon_614,1,tot_RNA
operon_618,1,tot_RNA
operon_615,1,tot_RNA
operon_616,1,tot_RNA
yeeJ,1,tot_RNA
asnU,1,tot_RNA
nac,1,tot_RNA
operon_617,1,tot_RNA
operon_636,1,tot_RNA
operon_637,1,tot_RNA
glf,1,tot_RNA
yehB,1,tot_RNA
operon_651,1,tot_RNA
operon_656,1,tot_RNA
gatA,1,tot_RNA
operon_660,1,tot_RNA
thiM,1,tot_RNA
rcnB,1,tot_RNA
yehE,1,tot_RNA
operon_638,1,tot_RNA
operon_661,1,tot_RNA
operon_662,1,tot_RNA
btsS,1,tot_RNA
operon_663,1,tot_RNA
operon_664,1,tot_RNA
operon_665,1,tot_RNA
operon_648,1,tot_RNA
operon_646,1,tot_RNA
mdtD,1,tot_RNA
mdtC,1,tot_RNA
operon_645,1,tot_RNA
mdtA,1,tot_RNA
sibA,1,tot_RNA
yegD,1,tot_RNA
alkA,1,tot_RNA
udk,1,tot_RNA
operon_644,1,tot_RNA
wcaJ,1,tot_RNA
wcaK,1,tot_RNA
rfbD,1,tot_RNA
operon_641,1,tot_RNA
operon_640,1,tot_RNA
operon_639,1,tot_RNA
sdsN,1,tot_RNA
operon_608,1,tot_RNA
operon_667,1,tot_RNA
manY,1,tot_RNA
leuE,1,tot_RNA
dmlA,1,tot_RNA
tsaB,1,tot_RNA
yoaH,1,tot_RNA
pabB,1,tot_RNA
nudL,1,tot_RNA
operon_567,1,tot_RNA
operon_561,1,tot_RNA
operon_568,1,tot_RNA
operon_570,1,tot_RNA
operon_571,1,tot_RNA
yobF,1,tot_RNA
mgrB,1,tot_RNA
operon_574,1,tot_RNA
operon_562,1,tot_RNA
nimT,1,tot_RNA
operon_607,1,tot_RNA
pncA,1,tot_RNA
ynjB,1,tot_RNA
operon_549,1,tot_RNA
ynjE,1,tot_RNA
ynjF,1,tot_RNA
operon_550,1,tot_RNA
operon_551,1,tot_RNA
operon_556,1,tot_RNA
yeaK,1,tot_RNA
operon_557,1,tot_RNA
operon_558,1,tot_RNA
operon_559,1,tot_RNA
operon_560,1,tot_RNA
yeaH,1,tot_RNA
dgcJ,1,tot_RNA
operon_576,1,tot_RNA
rsmF,1,tot_RNA
yebW,1,tot_RNA
yecN,1,tot_RNA
operon_588,1,tot_RNA
ruvC,1,tot_RNA
operon_591,1,tot_RNA
operon_592,1,tot_RNA
yebC,1,tot_RNA
nudB,1,tot_RNA
cutC,1,tot_RNA
operon_577,1,tot_RNA
operon_597,1,tot_RNA
operon_598,1,tot_RNA
yecH,1,tot_RNA
tyrP,1,tot_RNA
operon_603,1,tot_RNA
operon_605,1,tot_RNA
ruvB,1,tot_RNA
znuB,1,tot_RNA
znuC,1,tot_RNA
operon_587,1,tot_RNA
operon_586,1,tot_RNA
operon_584,1,tot_RNA
operon_583,1,tot_RNA
operon_582,1,tot_RNA
yebK,1,tot_RNA
operon_581,1,tot_RNA
eda,1,tot_RNA
yebG,1,tot_RNA
yebE,1,tot_RNA
ptrB,1,tot_RNA
exoX,1,tot_RNA
yebZ,1,tot_RNA
yebY,1,tot_RNA
operon_666,1,tot_RNA
yohF,1,tot_RNA
rpoE,1,tot_RNA
dapE,1,tot_RNA
operon_752,1,tot_RNA
operon_753,1,tot_RNA
eutC,1,tot_RNA
eutM,1,tot_RNA
nudK,1,tot_RNA
operon_757,1,tot_RNA
ypfH,1,tot_RNA
operon_751,1,tot_RNA
gcvR,1,tot_RNA
focB,1,tot_RNA
yfgO,1,tot_RNA
operon_761,1,tot_RNA
purM,1,tot_RNA
operon_763,1,tot_RNA
murR,1,tot_RNA
cysP,1,tot_RNA
epmC,1,tot_RNA
dsdC,1,tot_RNA
operon_734,1,tot_RNA
operon_735,1,tot_RNA
sixA,1,tot_RNA
operon_736,1,tot_RNA
operon_737,1,tot_RNA
yfdG,1,tot_RNA
lpxP,1,tot_RNA
operon_750,1,tot_RNA
ypdK,1,tot_RNA
glk,1,tot_RNA
alaX,1,tot_RNA
alaW,1,tot_RNA
xapA,1,tot_RNA
operon_746,1,tot_RNA
operon_0,1,tot_RNA
operon_764,1,tot_RNA
operon_768,1,tot_RNA
yfhH,1,tot_RNA
yphA,1,tot_RNA
yphE,1,tot_RNA
operon_783,1,tot_RNA
operon_784,1,tot_RNA
tadA,1,tot_RNA
operon_786,1,tot_RNA
recO,1,tot_RNA
operon_769,1,tot_RNA
operon_788,1,tot_RNA
era,1,tot_RNA
operon_791,1,tot_RNA
operon_792,1,tot_RNA
operon_793,1,tot_RNA
operon_795,1,tot_RNA
hcaR,1,tot_RNA
hcaT,1,tot_RNA
operon_782,1,tot_RNA
operon_781,1,tot_RNA
iscS,1,tot_RNA
operon_780,1,tot_RNA
operon_779,1,tot_RNA
hscB,1,tot_RNA
operon_777,1,tot_RNA
iscX,1,tot_RNA
operon_776,1,tot_RNA
pepB,1,tot_RNA
operon_774,1,tot_RNA
operon_773,1,tot_RNA
pbpC,1,tot_RNA
operon_772,1,tot_RNA
operon_770,1,tot_RNA
operon_733,1,tot_RNA
operon_732,1,tot_RNA
sanA,1,tot_RNA
napF,1,tot_RNA
ccmD,1,tot_RNA
operon_684,1,tot_RNA
ccmC,1,tot_RNA
napC,1,tot_RNA
operon_685,1,tot_RNA
napG,1,tot_RNA
ftp,1,tot_RNA
operon_682,1,tot_RNA
operon_686,1,tot_RNA
operon_688,1,tot_RNA
operon_689,1,tot_RNA
yfaL,1,tot_RNA
operon_690,1,tot_RNA
nrdB,1,tot_RNA
operon_683,1,tot_RNA
operon_681,1,tot_RNA
operon_731,1,tot_RNA
operon_673,1,tot_RNA
operon_670,1,tot_RNA
preT,1,tot_RNA
yeiB,1,tot_RNA
yeiH,1,tot_RNA
nfo,1,tot_RNA
psuT,1,tot_RNA
operon_674,1,tot_RNA
ccmF,1,tot_RNA
operon_675,1,tot_RNA
operon_676,1,tot_RNA
bcr,1,tot_RNA
radD,1,tot_RNA
operon_678,1,tot_RNA
operon_680,1,tot_RNA
glpT,1,tot_RNA
rhmD,1,tot_RNA
operon_693,1,tot_RNA
operon_724,1,tot_RNA
alaA,1,tot_RNA
hxpA,1,tot_RNA
yfbU,1,tot_RNA
operon_722,1,tot_RNA
operon_723,1,tot_RNA
yfcG,1,tot_RNA
operon_725,1,tot_RNA
arnT,1,tot_RNA
cvpA,1,tot_RNA
operon_726,1,tot_RNA
operon_727,1,tot_RNA
dedA,1,tot_RNA
operon_728,1,tot_RNA
operon_729,1,tot_RNA
operon_711,1,tot_RNA
operon_707,1,tot_RNA
operon_706,1,tot_RNA
operon_705,1,tot_RNA
operon_704,1,tot_RNA
operon_703,1,tot_RNA
operon_701,1,tot_RNA
yfbM,1,tot_RNA
yfbK,1,tot_RNA
elaA,1,tot_RNA
operon_698,1,tot_RNA
menF,1,tot_RNA
operon_697,1,tot_RNA
operon_696,1,tot_RNA
operon_695,1,tot_RNA
operon_694,1,tot_RNA
pmrD,1,tot_RNA
yjtD,1,tot_RNA
rrlC,5892,rd_RNA_1
rrlB,5510,rd_RNA_1
rrlG,5377,rd_RNA_1
rrlE,5277,rd_RNA_1
rrlH,5246,rd_RNA_1
rrlA,5049,rd_RNA_1
ssrA,4909,rd_RNA_1
rrlD,4242,rd_RNA_1
rrsA,2395,rd_RNA_1
rrsD,2381,rd_RNA_1
rrsE,2366,rd_RNA_1
rrsB,2345,rd_RNA_1
rrsC,2309,rd_RNA_1
rrsG,2299,rd_RNA_1
rrsH,2223,rd_RNA_1
ssrS,792,rd_RNA_1
tufA,741,rd_RNA_1
rnpB,708,rd_RNA_1
ompC,600,rd_RNA_1
rrfB,463,rd_RNA_1
rpsA,444,rd_RNA_1
rplT,432,rd_RNA_1
cspE,393,rd_RNA_1
tufB,370,rd_RNA_1
cspA,364,rd_RNA_1
gcvB,351,rd_RNA_1
rrfA,351,rd_RNA_1
secY,329,rd_RNA_1
rrfE,322,rd_RNA_1
rpmH,321,rd_RNA_1
rpsQ,321,rd_RNA_1
rplI,290,rd_RNA_1
acpP,251,rd_RNA_1
rpmE,250,rd_RNA_1
rrfD,222,rd_RNA_1
rplL,221,rd_RNA_1
ompX,220,rd_RNA_1
rpmF,219,rd_RNA_1
rrfC,211,rd_RNA_1
rrfF,211,rd_RNA_1
rrfH,201,rd_RNA_1
rrfG,198,rd_RNA_1
rplS,187,rd_RNA_1
operon_848,177,rd_RNA_1
ompA,173,rd_RNA_1
rpsO,170,rd_RNA_1
gapA,170,rd_RNA_1
rpsT,146,rd_RNA_1
operon_569,143,rd_RNA_1
hupA,143,rd_RNA_1
hns,140,rd_RNA_1
rpmJ,135,rd_RNA_1
operon_1188,130,rd_RNA_1
rplQ,130,rd_RNA_1
